# CREATED_DATE: 2017-12-11T12:06:09.982Z
# MODIFIED_DATE: 2021-10-01T22:11:12.778Z
# STATUS: FollowupFinished
# OBS_GROUP: Unknown
# NON_DETECT_BAND: Gaia-Photometric - G
# BEST_SPEC_CLASS: SN II
# PHOTO_CLASS: None
# CONTEXT_CLASS: None
# BEST_SPECTRUM: None
# HOST: Host: NGC 5254; (13:39:37.91, -11:29:37.90)
# ABS_MAG_PEAK_BAND: None
# ANTARES_CLASSIFICATION: None
# INTERNAL_SURVEY: None
# NAME: 2017ivh
# RA: 204.901041666667
# DEC: -11.4821833333333
# RA_ERR: None
# DEC_ERR: None
# DISC_DATE: 2017-12-05T15:07:12Z
# REDSHIFT: 0.008
# REDSHIFT_ERR: None
# REDSHIFT_SOURCE: None
# NON_DETECT_DATE: 2017-07-22T16:06:14Z
# NON_DETECT_LIMIT: 21.5
# MW_EBV: 0.0643
# ABS_MAG_PEAK: None
# ABS_MAG_PEAK_DATE: None
# POSTAGE_STAMP_FILE: None
# POSTAGE_STAMP_REF: None
# POSTAGE_STAMP_DIFF: None
# POSTAGE_STAMP_FILE_FITS: None
# POSTAGE_STAMP_REF_FITS: None
# POSTAGE_STAMP_DIFF_FITS: None
# K2_VALIDATED: False
# K2_MSG: 200 Success
# TNS_SPEC_CLASS: SN II
# POINT_SOURCE_PROBABILITY: 0.256
# SLUG: 2017ivh
# REAL_BOGUS_SCORE: None
# HAS_HST: False
# HAS_SPITZER: None
# HAS_CHANDRA: False
# TAGS: []

VARLIST:  MJD		 FLT  FLUXCAL	FLUXCALERR	  MAG	  MAGERR	 MAGSYS	  TELESCOPE	   INSTRUMENT
OBS:	  58092.630	orange-ATLAS	29730.348  1423.898	16.317  0.052	None	Unknown	Unknown
OBS:	  58179.259	gp	8458.202  653.058	17.682  0.084	None	Siding_Spring_1m	Sinistro
OBS:	  58179.268	ip	23756.077  600.622	16.560  0.027	None	Siding_Spring_1m	Sinistro
OBS:	  58197.267	B	247166000000000.000  12517615101289.100	-8.482  0.055	None	Siding_Spring_1m	Sinistro
OBS:	  58197.276	gp	1020767000000000.000  19738588397790.102	-10.022  0.021	None	Siding_Spring_1m	Sinistro
OBS:	  58197.283	rp	1835188000000000.000  21968180478821.398	-10.659  0.013	None	Siding_Spring_1m	Sinistro
OBS:	  58200.184	B	999.164  72.019	20.001  0.078	None	Siding_Spring_1m	Sinistro
OBS:	  58200.194	V	3970.369  97.086	18.503  0.027	None	Siding_Spring_1m	Sinistro
OBS:	  58200.196	gp	2247.452  52.871	19.121  0.026	None	Siding_Spring_1m	Sinistro
OBS:	  58200.212	ip	7445.027  113.919	17.820  0.017	None	Siding_Spring_1m	Sinistro
OBS:	  58201.257	B	1070.712  75.210	19.926  0.076	None	Siding_Spring_1m	Sinistro
OBS:	  58201.263	V	4348.738  106.467	18.404  0.027	None	Siding_Spring_1m	Sinistro
OBS:	  58201.269	gp	2297.941  52.015	19.097  0.025	None	Siding_Spring_1m	Sinistro
OBS:	  58201.273	rp	5471.294  296.983	18.154  0.059	None	Siding_Spring_1m	Sinistro
OBS:	  58201.278	ip	7317.801  145.960	17.839  0.022	None	Siding_Spring_1m	Sinistro
OBS:	  58202.288	B	804.975  49.123	20.236  0.066	None	Siding_Spring_1m	Sinistro
OBS:	  58202.295	V	3926.124  88.783	18.515  0.025	None	Siding_Spring_1m	Sinistro
OBS:	  58202.304	gp	1960.997  44.336	19.269  0.025	None	Siding_Spring_1m	Sinistro
OBS:	  58202.308	rp	7678.111  91.052	17.787  0.013	None	Siding_Spring_1m	Sinistro
OBS:	  58202.313	ip	7123.854  121.850	17.869  0.019	None	Siding_Spring_1m	Sinistro
OBS:	  58205.313	B	954.110  73.149	20.051  0.083	None	Siding_Spring_1m	Sinistro
OBS:	  58205.320	V	3881.579  87.858	18.527  0.025	None	Siding_Spring_1m	Sinistro
OBS:	  58205.329	gp	2198.895  45.769	19.144  0.023	None	Siding_Spring_1m	Sinistro
OBS:	  58205.332	rp	6789.566  80.120	17.920  0.013	None	Siding_Spring_1m	Sinistro
OBS:	  58205.338	ip	7286.111  98.121	17.844  0.015	None	Siding_Spring_1m	Sinistro
OBS:	  58206.285	B	880.044  137.905	20.139  0.170	None	Siding_Spring_1m	Sinistro
OBS:	  58206.292	V	3560.441  178.385	18.621  0.054	None	Siding_Spring_1m	Sinistro
OBS:	  58206.301	gp	1779.167  125.002	19.374  0.076	None	Siding_Spring_1m	Sinistro
OBS:	  58206.307	rp	6620.611  198.847	17.948  0.033	None	Siding_Spring_1m	Sinistro
OBS:	  58206.310	ip	6878.848  319.321	17.906  0.050	None	Siding_Spring_1m	Sinistro
OBS:	  58207.202	ip	8680.261  284.674	17.654  0.036	None	Siding_Spring_1m	Sinistro
# END: 
