# CREATED_DATE: 2018-03-19T18:59:11.451Z
# MODIFIED_DATE: 2021-10-01T22:11:18.259Z
# STATUS: FollowupFinished
# OBS_GROUP: Unknown
# NON_DETECT_BAND: Unknown - Clear
# BEST_SPEC_CLASS: SN Ia
# PHOTO_CLASS: SN II
# CONTEXT_CLASS: None
# BEST_SPECTRUM: None
# HOST: Host: NGC 0474; (01:20:06.69, +03:24:55.44)
# ABS_MAG_PEAK_BAND: None
# ANTARES_CLASSIFICATION: None
# INTERNAL_SURVEY: Foundation
# NAME: 2017fgc
# RA: 20.0601666666667
# DEC: 3.40276666666667
# RA_ERR: None
# DEC_ERR: None
# DISC_DATE: 2017-07-11T00:00:00Z
# REDSHIFT: 0.008
# REDSHIFT_ERR: None
# REDSHIFT_SOURCE: None
# NON_DETECT_DATE: 2017-07-08T06:59:02Z
# NON_DETECT_LIMIT: 19.495
# MW_EBV: 0.0294319926947355
# ABS_MAG_PEAK: None
# ABS_MAG_PEAK_DATE: None
# POSTAGE_STAMP_FILE: None
# POSTAGE_STAMP_REF: None
# POSTAGE_STAMP_DIFF: None
# POSTAGE_STAMP_FILE_FITS: None
# POSTAGE_STAMP_REF_FITS: None
# POSTAGE_STAMP_DIFF_FITS: None
# K2_VALIDATED: None
# K2_MSG: 
# TNS_SPEC_CLASS: SN Ia
# POINT_SOURCE_PROBABILITY: None
# SLUG: 2017fgc
# REAL_BOGUS_SCORE: None
# HAS_HST: True
# HAS_SPITZER: True
# HAS_CHANDRA: True
# TAGS: [11, 13, 46, 77]

VARLIST:  MJD		 FLT  FLUXCAL	FLUXCALERR	  MAG	  MAGERR	 MAGSYS	  TELESCOPE	   INSTRUMENT
OBS:	  57943.290	Unknown	11760.885  1083.218	17.324  0.100	None	Unknown	Unknown
OBS:	  58081.565	ip	20839.500  20839.500	16.703  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58082.819	B	4294.644  4294.644	18.418  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58082.821	V	6329.346  6329.346	17.997  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58082.822	rp	5187.018  5187.018	18.213  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58082.824	ip	3874.992  3874.992	18.529  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58090.528	B	49140.937  49140.937	15.771  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58090.533	V	52640.886  52640.886	15.697  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58090.535	gp	45261.927  45261.927	15.861  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58090.538	rp	40105.169  40105.169	15.992  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58090.540	ip	44069.455  44069.455	15.890  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58099.171	B	6768.050  6768.050	17.924  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58099.174	V	7313.134  7313.134	17.840  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58099.175	gp	4184.644  4184.644	18.446  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58099.180	rp	4902.980  4902.980	18.274  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58099.181	ip	6415.641  6415.641	17.982  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58100.116	B	6548.393  6548.393	17.960  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58100.121	V	9010.821  9010.821	17.613  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58100.123	gp	4416.441  4416.441	18.387  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58100.131	rp	5486.987  5486.987	18.152  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58100.133	ip	6389.508  6389.508	17.986  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58116.809	B	10024.127  10024.127	17.497  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58116.814	V	12312.338  12312.338	17.274  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58116.818	gp	7146.585  7146.585	17.865  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58116.823	rp	7689.794  7689.794	17.785  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58116.827	ip	7710.144  7710.144	17.782  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58121.792	B	1313.160  1313.160	19.704  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58121.798	V	1803.927  1803.927	19.359  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58121.804	gp	7679.354  122.889	17.787  0.017	None	Siding_Spring_1m	Sinistro
OBS:	  58121.809	rp	2987.434  131.101	18.812  0.048	None	Siding_Spring_1m	Sinistro
OBS:	  58121.813	ip	2527.286  177.658	18.994  0.076	None	Siding_Spring_1m	Sinistro
OBS:	  58129.034	B	6316.644  6316.644	17.999  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58129.042	V	5234.409  255.876	18.203  0.053	None	Siding_Spring_1m	Sinistro
OBS:	  58129.047	gp	6562.153  131.260	17.957  0.022	None	Siding_Spring_1m	Sinistro
OBS:	  58129.050	rp	2412.168  141.433	19.044  0.064	None	Siding_Spring_1m	Sinistro
OBS:	  58129.054	ip	2417.075  2417.075	19.042  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58140.095	B	4145.045  4145.045	18.456  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58140.101	V	5199.540  5199.540	18.210  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58140.106	rp	3986.740  3986.740	18.498  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58140.110	ip	11019.854  11019.854	17.395  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58144.100	B	4018.722  402.725	18.490  0.109	None	Siding_Spring_1m	Sinistro
OBS:	  58144.107	V	8730.082  8730.082	17.647  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58144.110	gp	5618.149  361.963	18.126  0.070	None	Siding_Spring_1m	Sinistro
OBS:	  58144.115	rp	10883.684  10883.684	17.408  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58144.121	ip	14694.315  14694.315	17.082  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58710.367	B	5373.122  5373.122	18.174  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58710.381	V	7927.928  7927.928	17.752  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58710.384	gp	7073.350  7073.350	17.876  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58710.398	rp	3322.579  3322.579	18.696  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58710.406	ip	3683.625  3683.625	18.584  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  59101.442	g	-25.275  67.118	nan  -2.883	None	Pan-STARRS1	GPC1
OBS:	  59101.445	z	67.288  90.879	22.930  1.466	None	Pan-STARRS1	GPC1
OBS:	  59103.451	g	-18.488  94.238	nan  -5.534	None	Pan-STARRS1	GPC1
OBS:	  59103.453	i	-48.952  79.954	nan  -1.773	None	Pan-STARRS1	GPC1
OBS:	  59114.472	i	-0.188  56.120	nan  -324.356	None	Pan-STARRS1	GPC1
OBS:	  59114.475	g	15.879  59.589	24.498  4.074	None	Pan-STARRS1	GPC1
OBS:	  59118.441	r	-42.035  127.880	nan  -3.303	None	Pan-STARRS1	GPC1
OBS:	  59118.443	z	-10.978  111.566	nan  -11.034	None	Pan-STARRS1	GPC1
OBS:	  59128.460	z	22.302  322.967	24.129  15.723	None	Pan-STARRS1	GPC1
OBS:	  59128.463	r	-19.219  191.384	nan  -10.812	None	Pan-STARRS1	GPC1
OBS:	  59132.423	g	36.615  84.712	23.591  2.512	None	Pan-STARRS1	GPC1
OBS:	  59132.426	z	113.308  134.553	22.364  1.289	None	Pan-STARRS1	GPC1
OBS:	  59137.447	g	-4.295  47.595	nan  -12.032	None	Pan-STARRS1	GPC1
OBS:	  59137.450	r	-14.953  61.688	nan  -4.479	None	Pan-STARRS1	GPC1
OBS:	  59142.276	r	-5.712  123.871	nan  -23.546	None	Pan-STARRS1	GPC1
OBS:	  59142.279	g	82.658  110.509	22.707  1.452	None	Pan-STARRS1	GPC1
OBS:	  59143.323	g	8.933  158.509	25.123  19.266	None	Pan-STARRS1	GPC1
OBS:	  59143.325	i	150.374  179.240	22.057  1.294	None	Pan-STARRS1	GPC1
OBS:	  59146.439	i	7.664  60.318	25.289  8.545	None	Pan-STARRS1	GPC1
OBS:	  59146.442	g	39.687  102.070	23.503  2.792	None	Pan-STARRS1	GPC1
OBS:	  59158.297	r	-15.480  67.888	nan  -4.762	None	Pan-STARRS1	GPC1
OBS:	  59158.299	z	225.074  113.669	21.619  0.548	None	Pan-STARRS1	GPC1
OBS:	  59163.302	g	87.748  156.519	22.642  1.937	None	Pan-STARRS1	GPC1
OBS:	  59163.304	z	48.541  252.813	23.285  5.655	None	Pan-STARRS1	GPC1
OBS:	  59182.291	r	-88.767  324.690	nan  -3.971	None	Pan-STARRS1	GPC1
OBS:	  59182.294	i	198.369  319.293	21.756  1.748	None	Pan-STARRS1	GPC1
OBS:	  59186.264	z	39.203  111.159	23.517  3.078	None	Pan-STARRS1	GPC1
OBS:	  59186.267	r	35.495  77.802	23.625  2.380	None	Pan-STARRS1	GPC1
OBS:	  59188.324	i	17.269  143.152	24.407  9.000	None	Pan-STARRS1	GPC1
OBS:	  59188.326	r	73.096  177.131	22.840  2.631	None	Pan-STARRS1	GPC1
OBS:	  59193.253	r	-63.196  99.529	nan  -1.710	None	Pan-STARRS1	GPC1
OBS:	  59193.256	g	-29.223  111.692	nan  -4.150	None	Pan-STARRS1	GPC1
OBS:	  59199.210	r	-113.693  136.713	nan  -1.306	None	Pan-STARRS1	GPC1
OBS:	  59199.213	g	-19.791  127.585	nan  -6.999	None	Pan-STARRS1	GPC1
# END: 
