# CREATED_DATE: 2018-03-19T18:43:41.440Z
# MODIFIED_DATE: 2021-10-01T22:11:20.607Z
# STATUS: FollowupFinished
# OBS_GROUP: Unknown
# NON_DETECT_BAND: Unknown - Clear
# BEST_SPEC_CLASS: SN Ia
# PHOTO_CLASS: SN Ia
# CONTEXT_CLASS: None
# BEST_SPECTRUM: None
# HOST: Host: NGC 5643; (14:32:40.74, -44:10:27.88)
# ABS_MAG_PEAK_BAND: None
# ANTARES_CLASSIFICATION: None
# INTERNAL_SURVEY: Foundation
# NAME: 2017cbv
# RA: 218.143416666667
# DEC: -44.1340944444444
# RA_ERR: None
# DEC_ERR: None
# DISC_DATE: 2017-03-10T04:06:14Z
# REDSHIFT: 0.003999
# REDSHIFT_ERR: None
# REDSHIFT_SOURCE: None
# NON_DETECT_DATE: 2017-02-17T06:02:52Z
# NON_DETECT_LIMIT: 20.3315
# MW_EBV: 0.1452
# ABS_MAG_PEAK: None
# ABS_MAG_PEAK_DATE: None
# POSTAGE_STAMP_FILE: None
# POSTAGE_STAMP_REF: None
# POSTAGE_STAMP_DIFF: None
# POSTAGE_STAMP_FILE_FITS: None
# POSTAGE_STAMP_REF_FITS: None
# POSTAGE_STAMP_DIFF_FITS: None
# K2_VALIDATED: None
# K2_MSG: 
# TNS_SPEC_CLASS: SN Ia
# POINT_SOURCE_PROBABILITY: None
# SLUG: 2017cbv
# REAL_BOGUS_SCORE: None
# HAS_HST: True
# HAS_SPITZER: None
# HAS_CHANDRA: True
# TAGS: [6, 10, 11, 13, 47]

VARLIST:  MJD		 FLT  FLUXCAL	FLUXCALERR	  MAG	  MAGERR	 MAGSYS	  TELESCOPE	   INSTRUMENT
OBS:	  57822.136	Unknown	38190.909  3517.513	16.045  0.100	None	Unknown	Unknown
OBS:	  57881.515	ip	466764.971  1582.097	13.328  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57882.740	B	166031.600  896.930	14.449  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  57882.745	V	395013.529  1404.486	13.508  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57882.746	gp	243095.099  848.774	14.035  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57882.750	rp	448874.863  1164.694	13.370  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57882.753	ip	444355.006  1121.716	13.381  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57885.464	B	155863.247  6145.357	14.518  0.043	None	Siding_Spring_1m	Sinistro
OBS:	  57885.465	V	372788.915  6842.153	13.571  0.020	None	Siding_Spring_1m	Sinistro
OBS:	  57885.466	rp	399105.553  5105.872	13.498  0.014	None	Siding_Spring_1m	Sinistro
OBS:	  57885.467	ip	398328.037  4652.058	13.499  0.013	None	Siding_Spring_1m	Sinistro
OBS:	  57886.405	B	147672.272  782.113	14.577  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  57886.409	V	348160.661  1230.066	13.646  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57886.411	gp	214692.648  748.157	14.171  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57886.414	rp	369573.406  1003.524	13.581  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57886.416	ip	370231.652  1260.254	13.579  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57888.000	B	149410.488  782.961	14.564  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  57888.002	V	339481.102  1172.617	13.673  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57888.003	rp	364530.518  948.214	13.596  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57888.004	ip	346626.504  1131.202	13.650  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57888.734	B	147444.088  631.447	14.579  0.005	None	Siding_Spring_1m	Sinistro
OBS:	  57888.738	V	335175.708  1133.578	13.687  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57888.740	gp	210269.385  567.692	14.193  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57888.744	rp	355796.850  911.036	13.622  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57888.745	ip	347781.921  1113.203	13.647  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57891.881	B	139703.274  596.142	14.637  0.005	None	Siding_Spring_1m	Sinistro
OBS:	  57891.885	V	306053.669  1033.949	13.786  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57891.887	gp	198744.363  674.811	14.254  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57891.891	rp	316971.739  813.247	13.747  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57891.894	ip	304372.095  973.264	13.791  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57892.000	B	136821.230  822.890	14.660  0.007	None	Siding_Spring_1m	Sinistro
OBS:	  57892.002	V	306034.420  1283.463	13.785  0.005	None	Siding_Spring_1m	Sinistro
OBS:	  57892.003	rp	316552.572  1044.541	13.749  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57892.004	ip	300754.643  1216.455	13.805  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57895.284	B	131459.135  1642.716	14.703  0.014	None	Siding_Spring_1m	Sinistro
OBS:	  57895.287	V	290402.983  1245.875	13.842  0.005	None	Siding_Spring_1m	Sinistro
OBS:	  57895.289	gp	187460.605  1822.812	14.317  0.011	None	Siding_Spring_1m	Sinistro
OBS:	  57895.293	rp	281641.788  4039.834	13.876  0.016	None	Siding_Spring_1m	Sinistro
OBS:	  57895.296	ip	267688.805  1832.837	13.931  0.007	None	Siding_Spring_1m	Sinistro
OBS:	  57898.038	B	128188.364  551.528	14.730  0.005	None	Siding_Spring_1m	Sinistro
OBS:	  57898.042	Unknown	261085.525  1108.800	13.958  0.005	None	Siding_Spring_1m	Sinistro
OBS:	  57898.042	V	261085.525  1108.800	13.958  0.005	None	Siding_Spring_1m	Sinistro
OBS:	  57898.045	gp	179777.916  613.703	14.363  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57898.046	rp	261140.139  1086.227	13.958  0.005	None	Siding_Spring_1m	Sinistro
OBS:	  57898.050	ip	238729.017  964.947	14.055  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57898.673	B	125683.740  642.064	14.752  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  57898.675	Unknown	263767.538  892.213	13.947  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57898.675	V	263767.538  892.213	13.947  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57898.676	rp	260252.871  856.806	13.962  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57898.677	ip	239095.876  962.303	14.054  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57901.260	B	118996.076  614.206	14.812  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  57901.264	Unknown	241442.233  821.211	14.043  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57901.264	V	241442.233  821.211	14.043  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57901.268	gp	167775.846  571.644	14.438  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57901.269	rp	235521.146  778.823	14.070  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57901.281	B	119059.881  940.717	14.811  0.009	None	Siding_Spring_1m	Sinistro
OBS:	  57901.284	Unknown	241856.078  1237.863	14.041  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  57901.284	V	241856.078  1237.863	14.041  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  57901.285	gp	167640.211  862.581	14.439  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  57901.288	rp	235618.149  997.954	14.070  0.005	None	Siding_Spring_1m	Sinistro
OBS:	  57901.291	ip	215901.405  1484.662	14.165  0.007	None	Siding_Spring_1m	Sinistro
OBS:	  57901.440	Unknown	116160.371  603.189	14.838  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  57901.440	B	116160.371  603.189	14.838  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  57901.444	V	237468.772  998.957	14.061  0.005	None	Siding_Spring_1m	Sinistro
OBS:	  57901.447	gp	165038.325  564.550	14.456  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57901.449	rp	233040.783  778.134	14.082  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57901.451	ip	208256.017  859.318	14.204  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57904.180	B	117348.729  498.851	14.826  0.005	None	Siding_Spring_1m	Sinistro
OBS:	  57904.183	V	229389.786  772.288	14.099  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57904.187	gp	162490.194  438.150	14.473  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57904.189	rp	218576.924  717.636	14.151  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57904.191	ip	195686.701  624.283	14.271  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57905.000	B	114263.453  796.565	14.855  0.008	None	Siding_Spring_1m	Sinistro
OBS:	  57905.002	V	231104.877  974.871	14.090  0.005	None	Siding_Spring_1m	Sinistro
OBS:	  57905.003	rp	220247.143  728.985	14.143  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57905.004	ip	187374.699  759.735	14.318  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57906.767	B	114354.496  588.262	14.854  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  57906.771	V	220119.572  746.682	14.144  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57906.774	gp	160192.609  545.893	14.489  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57906.777	rp	206409.015  678.921	14.213  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57906.780	ip	181694.844  732.021	14.351  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57909.760	B	109239.708  666.316	14.904  0.007	None	Siding_Spring_1m	Sinistro
OBS:	  57909.763	V	203159.974  860.109	14.231  0.005	None	Siding_Spring_1m	Sinistro
OBS:	  57909.765	gp	152453.137  645.434	14.542  0.005	None	Siding_Spring_1m	Sinistro
OBS:	  57909.770	rp	188241.304  777.045	14.313  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57909.772	ip	163207.933  805.725	14.468  0.005	None	Siding_Spring_1m	Sinistro
OBS:	  57913.187	gp	143003.151  738.239	14.612  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  57913.190	B	104113.377  827.750	14.956  0.009	None	Siding_Spring_1m	Sinistro
OBS:	  57913.193	ip	144413.997  848.582	14.601  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  57913.196	rp	14732.045  14732.045	17.079  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57913.198	V	190758.039  987.484	14.298  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  57914.041	B	97059.220  850.999	15.033  0.010	None	Siding_Spring_1m	Sinistro
OBS:	  57914.042	V	177847.294  1063.333	14.375  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  57914.044	rp	159200.146  793.915	14.495  0.005	None	Siding_Spring_1m	Sinistro
OBS:	  57914.045	ip	134899.474  783.598	14.675  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  57916.173	rp	155626.294  513.135	14.520  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57916.176	V	174990.841  732.580	14.393  0.005	None	Siding_Spring_1m	Sinistro
OBS:	  57916.177	B	99886.680  520.009	15.001  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  57916.180	ip	133871.868  654.826	14.683  0.005	None	Siding_Spring_1m	Sinistro
OBS:	  57916.185	gp	139231.745  475.442	14.641  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57920.220	V	186446.072  23943.007	14.323  0.139	None	Siding_Spring_1m	Sinistro
OBS:	  57920.222	ip	972736.465  972736.465	12.530  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57923.214	V	152576.048  638.209	14.541  0.005	None	Siding_Spring_1m	Sinistro
OBS:	  57923.218	gp	128307.259  436.132	14.729  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57923.227	rp	14678.082  14678.082	17.083  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57923.230	B	93909.659  646.959	15.068  0.007	None	Siding_Spring_1m	Sinistro
OBS:	  57923.232	ip	108588.047  530.313	14.910  0.005	None	Siding_Spring_1m	Sinistro
OBS:	  57925.372	B	91334.562  631.412	15.098  0.008	None	Siding_Spring_1m	Sinistro
OBS:	  57925.373	V	144834.344  728.519	14.598  0.005	None	Siding_Spring_1m	Sinistro
OBS:	  57925.374	rp	121319.531  600.886	14.790  0.005	None	Siding_Spring_1m	Sinistro
OBS:	  57925.375	ip	101164.808  676.233	14.987  0.007	None	Siding_Spring_1m	Sinistro
OBS:	  57925.884	gp	124297.026  954.545	14.764  0.008	None	Siding_Spring_1m	Sinistro
OBS:	  57925.889	rp	16653.057  16653.057	16.946  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57926.436	B	90985.876  462.155	15.103  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  57926.444	rp	117546.964  480.482	14.824  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57926.447	ip	100226.011  488.437	14.997  0.005	None	Siding_Spring_1m	Sinistro
OBS:	  57926.448	V	141088.652  586.866	14.627  0.005	None	Siding_Spring_1m	Sinistro
OBS:	  57926.451	gp	121990.016  413.941	14.784  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57929.201	B	88162.949  4990.762	15.137  0.061	None	Siding_Spring_1m	Sinistro
OBS:	  57929.204	V	134855.147  3151.129	14.676  0.025	None	Siding_Spring_1m	Sinistro
OBS:	  57929.206	gp	123562.457  4827.045	14.770  0.042	None	Siding_Spring_1m	Sinistro
OBS:	  57929.211	rp	111954.263  4668.086	14.878  0.045	None	Siding_Spring_1m	Sinistro
OBS:	  57929.212	ip	95810.930  7073.831	15.047  0.080	None	Siding_Spring_1m	Sinistro
OBS:	  57932.198	ip	83918.851  558.395	15.191  0.007	None	Siding_Spring_1m	Sinistro
OBS:	  57933.145	B	81795.581  564.225	15.218  0.007	None	Siding_Spring_1m	Sinistro
OBS:	  57933.149	V	123412.770  617.741	14.772  0.005	None	Siding_Spring_1m	Sinistro
OBS:	  57933.151	gp	111566.079  466.961	14.881  0.005	None	Siding_Spring_1m	Sinistro
OBS:	  57933.155	rp	11658.281  11658.281	17.333  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57933.158	ip	80834.720  465.334	15.231  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  57934.757	B	79766.104  551.278	15.246  0.008	None	Siding_Spring_1m	Sinistro
OBS:	  57934.759	V	115776.995  784.947	14.841  0.007	None	Siding_Spring_1m	Sinistro
OBS:	  57934.760	rp	91990.998  535.864	15.091  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  57934.761	ip	75324.101  638.092	15.308  0.009	None	Siding_Spring_1m	Sinistro
OBS:	  57934.771	B	80448.641  480.713	15.236  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  57934.774	V	117538.272  588.890	14.824  0.005	None	Siding_Spring_1m	Sinistro
OBS:	  57934.777	gp	110329.018  461.977	14.893  0.005	None	Siding_Spring_1m	Sinistro
OBS:	  57934.780	rp	92992.042  459.052	15.079  0.005	None	Siding_Spring_1m	Sinistro
OBS:	  57934.782	ip	77949.583  448.827	15.271  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  57940.714	B	74055.690  643.347	15.326  0.009	None	Siding_Spring_1m	Sinistro
OBS:	  57940.719	V	103408.936  794.296	14.964  0.008	None	Siding_Spring_1m	Sinistro
OBS:	  57940.720	gp	99909.717  506.592	15.001  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  57940.724	rp	77671.614  522.016	15.274  0.007	None	Siding_Spring_1m	Sinistro
OBS:	  57940.727	ip	65442.689  614.173	15.460  0.010	None	Siding_Spring_1m	Sinistro
OBS:	  57944.737	B	70681.691  612.399	15.377  0.009	None	Siding_Spring_1m	Sinistro
OBS:	  57944.738	V	94507.135  808.920	15.061  0.009	None	Siding_Spring_1m	Sinistro
OBS:	  57944.739	rp	69787.969  530.337	15.391  0.008	None	Siding_Spring_1m	Sinistro
OBS:	  57944.740	ip	60052.728  672.911	15.554  0.012	None	Siding_Spring_1m	Sinistro
OBS:	  57946.738	B	68969.239  409.392	15.403  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  57946.742	V	92434.260  541.457	15.086  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  57946.746	gp	93271.451  389.779	15.076  0.005	None	Siding_Spring_1m	Sinistro
OBS:	  57946.749	rp	67412.022  391.331	15.428  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  57946.750	ip	57650.770  486.921	15.598  0.009	None	Siding_Spring_1m	Sinistro
OBS:	  57953.798	B	62247.513  424.696	15.514  0.007	None	Siding_Spring_1m	Sinistro
OBS:	  57953.802	V	81600.988  478.224	15.221  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  57953.805	gp	85149.722  356.918	15.175  0.005	None	Siding_Spring_1m	Sinistro
OBS:	  57953.807	rp	55128.125  320.007	15.646  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  57953.810	ip	47943.609  404.993	15.798  0.009	None	Siding_Spring_1m	Sinistro
OBS:	  57954.714	B	60002.319  468.315	15.554  0.008	None	Siding_Spring_1m	Sinistro
OBS:	  57954.718	V	77676.242  597.313	15.274  0.008	None	Siding_Spring_1m	Sinistro
OBS:	  57954.722	gp	82970.895  350.295	15.202  0.005	None	Siding_Spring_1m	Sinistro
OBS:	  57954.725	rp	21299.622  21299.622	16.679  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57954.727	ip	26687.246  26687.246	16.434  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57960.497	B	55338.978  477.435	15.642  0.009	None	Siding_Spring_1m	Sinistro
OBS:	  57960.499	V	68237.938  521.218	15.415  0.008	None	Siding_Spring_1m	Sinistro
OBS:	  57960.502	gp	75318.830  378.271	15.307  0.005	None	Siding_Spring_1m	Sinistro
OBS:	  57960.505	rp	44530.122  377.983	15.879  0.009	None	Siding_Spring_1m	Sinistro
OBS:	  57960.509	ip	17504.422  17504.422	16.892  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57966.369	B	51702.077  589.084	15.716  0.012	None	Siding_Spring_1m	Sinistro
OBS:	  57966.374	V	62204.176  759.465	15.515  0.013	None	Siding_Spring_1m	Sinistro
OBS:	  57966.377	gp	68956.597  470.035	15.403  0.007	None	Siding_Spring_1m	Sinistro
OBS:	  57966.380	rp	40732.445  456.968	15.975  0.012	None	Siding_Spring_1m	Sinistro
OBS:	  57966.381	ip	35434.612  591.237	16.126  0.018	None	Siding_Spring_1m	Sinistro
OBS:	  57972.824	B	46392.018  568.737	15.834  0.013	None	Siding_Spring_1m	Sinistro
OBS:	  57972.825	V	54727.088  566.027	15.654  0.011	None	Siding_Spring_1m	Sinistro
OBS:	  57972.828	gp	65123.832  442.391	15.465  0.007	None	Siding_Spring_1m	Sinistro
OBS:	  57972.832	rp	34478.079  386.333	16.156  0.012	None	Siding_Spring_1m	Sinistro
OBS:	  57972.835	ip	30771.803  456.439	16.280  0.016	None	Siding_Spring_1m	Sinistro
OBS:	  57978.774	B	43284.610  371.278	15.909  0.009	None	Siding_Spring_1m	Sinistro
OBS:	  57978.778	V	50141.830  472.233	15.749  0.010	None	Siding_Spring_1m	Sinistro
OBS:	  57978.781	gp	59370.340  348.602	15.566  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  57978.783	rp	28482.410  344.799	16.363  0.013	None	Siding_Spring_1m	Sinistro
OBS:	  57978.787	ip	27008.260  524.541	16.421  0.021	None	Siding_Spring_1m	Sinistro
OBS:	  57979.975	B	43633.906  534.752	15.900  0.013	None	Siding_Spring_1m	Sinistro
OBS:	  57979.978	V	47770.780  493.397	15.802  0.011	None	Siding_Spring_1m	Sinistro
OBS:	  57979.981	gp	57743.761  339.250	15.596  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  57979.985	rp	28028.665  288.308	16.381  0.011	None	Siding_Spring_1m	Sinistro
OBS:	  57979.986	ip	25943.476  408.452	16.465  0.017	None	Siding_Spring_1m	Sinistro
OBS:	  57988.014	B	38126.457  4149.814	16.047  0.118	None	Siding_Spring_1m	Sinistro
OBS:	  57988.016	V	44333.756  3883.676	15.883  0.095	None	Siding_Spring_1m	Sinistro
OBS:	  57988.018	gp	49457.582  2468.027	15.765  0.054	None	Siding_Spring_1m	Sinistro
OBS:	  57988.021	rp	21093.356  1671.677	16.690  0.086	None	Siding_Spring_1m	Sinistro
OBS:	  57988.024	ip	26579.570  26579.570	16.439  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57997.408	B	32437.799  544.922	16.222  0.018	None	Siding_Spring_1m	Sinistro
OBS:	  57997.411	V	37161.570  587.554	16.075  0.017	None	Siding_Spring_1m	Sinistro
OBS:	  57997.412	gp	45094.970  427.128	15.865  0.010	None	Siding_Spring_1m	Sinistro
OBS:	  57997.416	rp	18684.037  448.865	16.821  0.026	None	Siding_Spring_1m	Sinistro
OBS:	  58000.759	B	31967.565  948.169	16.238  0.032	None	Siding_Spring_1m	Sinistro
OBS:	  58000.762	V	34901.233  936.422	16.143  0.029	None	Siding_Spring_1m	Sinistro
OBS:	  58000.765	gp	42695.158  716.286	15.924  0.018	None	Siding_Spring_1m	Sinistro
OBS:	  58000.768	rp	16617.750  597.885	16.948  0.039	None	Siding_Spring_1m	Sinistro
OBS:	  58000.771	ip	18461.848  816.961	16.835  0.048	None	Siding_Spring_1m	Sinistro
OBS:	  58006.737	B	28242.990  343.992	16.373  0.013	None	Siding_Spring_1m	Sinistro
OBS:	  58006.740	V	31332.447  380.105	16.260  0.013	None	Siding_Spring_1m	Sinistro
OBS:	  58006.743	gp	39858.795  268.805	15.999  0.007	None	Siding_Spring_1m	Sinistro
OBS:	  58006.744	rp	15135.841  252.322	17.050  0.018	None	Siding_Spring_1m	Sinistro
OBS:	  58006.747	ip	16728.004  386.114	16.941  0.025	None	Siding_Spring_1m	Sinistro
OBS:	  58011.367	gp	37685.262  459.326	16.059  0.013	None	Siding_Spring_1m	Sinistro
OBS:	  58011.371	rp	12941.690  275.098	17.220  0.023	None	Siding_Spring_1m	Sinistro
OBS:	  58011.374	ip	14729.122  394.127	17.080  0.029	None	Siding_Spring_1m	Sinistro
OBS:	  58013.373	gp	34914.305  392.653	16.142  0.012	None	Siding_Spring_1m	Sinistro
OBS:	  58013.376	rp	10156.876  10156.876	17.483  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58013.378	ip	14831.057  465.076	17.072  0.034	None	Siding_Spring_1m	Sinistro
OBS:	  58013.730	B	25472.396  450.594	16.485  0.019	None	Siding_Spring_1m	Sinistro
OBS:	  58013.735	V	28347.454  499.630	16.369  0.019	None	Siding_Spring_1m	Sinistro
OBS:	  58122.328	B	5794.563  155.228	18.093  0.029	None	Siding_Spring_1m	Sinistro
OBS:	  58122.337	V	5554.612  153.818	18.139  0.030	None	Siding_Spring_1m	Sinistro
OBS:	  58122.340	gp	8440.995  117.795	17.684  0.015	None	Siding_Spring_1m	Sinistro
OBS:	  58122.354	rp	1774.179  112.768	19.377  0.069	None	Siding_Spring_1m	Sinistro
OBS:	  58122.357	ip	3996.907  147.354	18.496  0.040	None	Siding_Spring_1m	Sinistro
OBS:	  58127.312	B	2523.166  2523.166	18.995  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58127.315	V	5205.111  206.363	18.209  0.043	None	Siding_Spring_1m	Sinistro
OBS:	  58127.319	gp	8412.702  132.795	17.688  0.017	None	Siding_Spring_1m	Sinistro
OBS:	  58127.327	rp	2442.976  2442.976	19.030  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58127.329	ip	3750.990  241.863	18.565  0.070	None	Siding_Spring_1m	Sinistro
OBS:	  58135.350	B	4940.197  109.676	18.266  0.024	None	Siding_Spring_1m	Sinistro
OBS:	  58135.353	V	4971.141  142.225	18.259  0.031	None	Siding_Spring_1m	Sinistro
OBS:	  58135.360	gp	7354.764  237.821	17.834  0.035	None	Siding_Spring_1m	Sinistro
OBS:	  58135.365	rp	1322.423  114.488	19.697  0.094	None	Siding_Spring_1m	Sinistro
OBS:	  58135.367	ip	3392.942  196.903	18.673  0.063	None	Siding_Spring_1m	Sinistro
OBS:	  58143.743	B	4377.205  113.230	18.397  0.028	None	Siding_Spring_1m	Sinistro
OBS:	  58143.751	V	4218.928  128.454	18.437  0.033	None	Siding_Spring_1m	Sinistro
OBS:	  58143.756	gp	6473.124  96.215	17.973  0.016	None	Siding_Spring_1m	Sinistro
OBS:	  58143.761	rp	1387.433  1387.433	19.644  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58143.765	ip	2953.448  184.990	18.824  0.068	None	Siding_Spring_1m	Sinistro
OBS:	  58144.700	B	4264.143  71.238	18.426  0.018	None	Siding_Spring_1m	Sinistro
OBS:	  58144.709	V	4292.120  71.616	18.418  0.018	None	Siding_Spring_1m	Sinistro
OBS:	  58144.713	gp	6357.961  54.180	17.992  0.009	None	Siding_Spring_1m	Sinistro
OBS:	  58144.724	rp	1146.713  45.450	19.852  0.043	None	Siding_Spring_1m	Sinistro
OBS:	  58144.736	ip	3124.901  97.958	18.763  0.034	None	Siding_Spring_1m	Sinistro
OBS:	  58152.710	V	4022.463  196.463	18.489  0.053	None	Siding_Spring_1m	Sinistro
OBS:	  58153.644	B	4302.228  245.813	18.416  0.062	None	Siding_Spring_1m	Sinistro
OBS:	  58153.649	V	3638.226  181.043	18.597  0.054	None	Siding_Spring_1m	Sinistro
OBS:	  58153.663	gp	1718.086  1718.086	19.412  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58153.668	rp	1140.003  1140.003	19.858  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58153.680	ip	2666.435  120.383	18.936  0.049	None	Siding_Spring_1m	Sinistro
OBS:	  58164.997	B	3159.317  61.450	18.751  0.021	None	Siding_Spring_1m	Sinistro
OBS:	  58165.011	V	3208.047  71.162	18.734  0.024	None	Siding_Spring_1m	Sinistro
OBS:	  58165.021	gp	4721.305  48.727	18.314  0.011	None	Siding_Spring_1m	Sinistro
OBS:	  58165.030	rp	869.409  36.059	20.152  0.045	None	Siding_Spring_1m	Sinistro
OBS:	  58165.038	ip	2391.439  70.570	19.053  0.032	None	Siding_Spring_1m	Sinistro
OBS:	  58173.630	B	2876.075  116.687	18.853  0.044	None	Siding_Spring_1m	Sinistro
OBS:	  58174.955	B	3153.560  220.806	18.753  0.076	None	Siding_Spring_1m	Sinistro
OBS:	  58174.970	V	2691.419  151.264	18.925  0.061	None	Siding_Spring_1m	Sinistro
OBS:	  58174.974	gp	4132.671  114.455	18.459  0.030	None	Siding_Spring_1m	Sinistro
OBS:	  58174.988	rp	1641.099  1641.099	19.462  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58174.996	ip	2241.917  130.104	19.124  0.063	None	Siding_Spring_1m	Sinistro
OBS:	  58183.031	V	3777.151  3777.151	18.557  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58183.325	Unknown	2744.465  106.295	18.904  0.042	None	Siding_Spring_1m	Sinistro
OBS:	  58183.325	B	2744.465  106.295	18.904  0.042	None	Siding_Spring_1m	Sinistro
OBS:	  58183.338	gp	3900.342  72.249	18.522  0.020	None	Siding_Spring_1m	Sinistro
OBS:	  58183.353	rp	432.005  432.005	20.911  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58183.357	ip	530.550  530.550	20.688  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58191.309	Unknown	2168.738  50.132	19.159  0.025	None	Siding_Spring_1m	Sinistro
