# CREATED_DATE: 2018-03-19T18:51:40.018Z
# MODIFIED_DATE: 2021-10-01T22:11:19.501Z
# STATUS: FollowupFinished
# OBS_GROUP: Unknown
# NON_DETECT_BAND: Gaia-Photometric - G
# BEST_SPEC_CLASS: SN Ia
# PHOTO_CLASS: SN Ia
# CONTEXT_CLASS: None
# BEST_SPECTRUM: None
# HOST: Host: NGC 6384; (17:32:24.30, +07:03:37.01)
# ABS_MAG_PEAK_BAND: None
# ANTARES_CLASSIFICATION: None
# INTERNAL_SURVEY: Foundation
# NAME: 2017drh
# RA: 263.108541666667
# DEC: 7.0632
# RA_ERR: None
# DEC_ERR: None
# DISC_DATE: 2017-05-03T13:55:12Z
# REDSHIFT: 0.005554
# REDSHIFT_ERR: None
# REDSHIFT_SOURCE: None
# NON_DETECT_DATE: 2017-04-30T11:58:33Z
# NON_DETECT_LIMIT: 21.5
# MW_EBV: 0.1063
# ABS_MAG_PEAK: None
# ABS_MAG_PEAK_DATE: None
# POSTAGE_STAMP_FILE: None
# POSTAGE_STAMP_REF: None
# POSTAGE_STAMP_DIFF: None
# POSTAGE_STAMP_FILE_FITS: None
# POSTAGE_STAMP_REF_FITS: None
# POSTAGE_STAMP_DIFF_FITS: None
# K2_VALIDATED: None
# K2_MSG: 
# TNS_SPEC_CLASS: SN Ia
# POINT_SOURCE_PROBABILITY: 0.177
# SLUG: 2017drh
# REAL_BOGUS_SCORE: None
# HAS_HST: True
# HAS_SPITZER: None
# HAS_CHANDRA: False
# TAGS: [3, 11, 13, 19]

VARLIST:  MJD		 FLT  FLUXCAL	FLUXCALERR	  MAG	  MAGERR	 MAGSYS	  TELESCOPE	   INSTRUMENT
OBS:	  57972.358	G	4017.908  740.126	18.490  0.200	None	Gaia	Gaia-Photometric
OBS:	  57932.352	V	7125.154  584.500	17.868  0.089	None	Siding_Spring_1m	Sinistro
OBS:	  57932.355	ip	22801.672  319.093	16.605  0.015	None	Siding_Spring_1m	Sinistro
OBS:	  57934.350	V	7394.646  177.860	17.827  0.026	None	Siding_Spring_1m	Sinistro
OBS:	  57935.124	Unknown	1022.611  75.370	19.976  0.080	None	Siding_Spring_1m	Sinistro
OBS:	  57935.124	B	1022.611  75.370	19.975  0.080	None	Siding_Spring_1m	Sinistro
OBS:	  57935.132	Unknown	7350.846  163.297	17.834  0.024	None	Siding_Spring_1m	Sinistro
OBS:	  57935.132	V	7350.846  163.297	17.834  0.024	None	Siding_Spring_1m	Sinistro
OBS:	  57935.137	gp	2711.443  65.144	18.916  0.026	None	Siding_Spring_1m	Sinistro
OBS:	  57935.140	rp	12164.204  136.343	17.287  0.012	None	Siding_Spring_1m	Sinistro
OBS:	  57935.144	ip	20316.950  190.683	16.730  0.010	None	Siding_Spring_1m	Sinistro
OBS:	  57937.932	B	4469.362  4469.362	18.374  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57937.943	V	6680.035  197.513	17.938  0.032	None	Siding_Spring_1m	Sinistro
OBS:	  57937.946	gp	2284.922  117.949	19.103  0.056	None	Siding_Spring_1m	Sinistro
OBS:	  57937.954	rp	11031.903  164.203	17.393  0.016	None	Siding_Spring_1m	Sinistro
OBS:	  57937.962	ip	18437.700  223.718	16.836  0.013	None	Siding_Spring_1m	Sinistro
OBS:	  57943.174	B	5394.680  5394.680	18.170  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57943.181	V	6012.776  487.638	18.053  0.088	None	Siding_Spring_1m	Sinistro
OBS:	  57943.184	gp	2559.610  275.874	18.980  0.117	None	Siding_Spring_1m	Sinistro
OBS:	  57943.195	rp	8979.920  323.399	17.617  0.039	None	Siding_Spring_1m	Sinistro
OBS:	  57943.200	ip	14981.202  429.488	17.061  0.031	None	Siding_Spring_1m	Sinistro
OBS:	  57949.553	B	6187.013  6187.013	18.021  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57949.560	V	4562.334  197.779	18.352  0.047	None	Siding_Spring_1m	Sinistro
OBS:	  57949.567	gp	5526.728  5526.728	18.144  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57949.574	rp	7860.667  174.577	17.761  0.024	None	Siding_Spring_1m	Sinistro
OBS:	  57949.577	ip	12031.963  234.054	17.299  0.021	None	Siding_Spring_1m	Sinistro
OBS:	  57955.792	B	1953.545  1953.545	19.273  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57955.803	V	4384.538  109.400	18.395  0.027	None	Siding_Spring_1m	Sinistro
OBS:	  57955.810	gp	1962.226  57.957	19.268  0.032	None	Siding_Spring_1m	Sinistro
OBS:	  57955.817	rp	6358.622  106.081	17.992  0.018	None	Siding_Spring_1m	Sinistro
OBS:	  57955.820	ip	9876.146  155.745	17.514  0.017	None	Siding_Spring_1m	Sinistro
OBS:	  57961.837	B	881.483  64.965	20.137  0.080	None	Siding_Spring_1m	Sinistro
OBS:	  57961.848	V	3912.183  104.767	18.519  0.029	None	Siding_Spring_1m	Sinistro
OBS:	  57961.851	gp	1853.170  53.020	19.330  0.031	None	Siding_Spring_1m	Sinistro
OBS:	  57961.862	rp	5543.060  92.398	18.141  0.018	None	Siding_Spring_1m	Sinistro
OBS:	  57961.865	ip	8249.115  129.930	17.709  0.017	None	Siding_Spring_1m	Sinistro
OBS:	  57967.825	B	7088.854  7088.854	17.874  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57967.832	V	3280.602  278.064	18.711  0.092	None	Siding_Spring_1m	Sinistro
OBS:	  57967.835	gp	5156.525  5156.525	18.219  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57967.846	rp	4520.321  237.514	18.362  0.057	None	Siding_Spring_1m	Sinistro
OBS:	  57967.849	ip	7172.859  304.304	17.861  0.046	None	Siding_Spring_1m	Sinistro
OBS:	  57973.483	B	9207.054  9207.054	17.590  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57973.490	V	3185.187  334.490	18.742  0.114	None	Siding_Spring_1m	Sinistro
OBS:	  57973.493	gp	6529.767  6529.767	17.963  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57973.502	rp	4090.038  237.479	18.471  0.063	None	Siding_Spring_1m	Sinistro
OBS:	  57973.507	ip	6073.783  319.127	18.041  0.057	None	Siding_Spring_1m	Sinistro
OBS:	  57979.487	B	1071.389  1071.389	19.925  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57979.491	V	1944.049  1944.049	19.278  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57979.497	gp	14922.830  14922.830	17.065  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57984.056	B	887.051  887.051	20.130  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57984.061	V	2462.748  108.970	19.022  0.048	None	Siding_Spring_1m	Sinistro
OBS:	  57984.066	gp	1260.512  53.448	19.749  0.046	None	Siding_Spring_1m	Sinistro
OBS:	  57984.077	rp	2597.968  76.686	18.964  0.032	None	Siding_Spring_1m	Sinistro
OBS:	  57984.080	ip	4243.452  156.505	18.431  0.040	None	Siding_Spring_1m	Sinistro
OBS:	  57990.060	B	915.354  915.354	20.096  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57990.064	V	1982.959  96.858	19.257  0.053	None	Siding_Spring_1m	Sinistro
OBS:	  57990.070	gp	1217.669  59.475	19.786  0.053	None	Siding_Spring_1m	Sinistro
OBS:	  57990.081	rp	2238.821  80.497	19.125  0.039	None	Siding_Spring_1m	Sinistro
OBS:	  57990.086	ip	3682.817  122.257	18.585  0.036	None	Siding_Spring_1m	Sinistro
OBS:	  57996.439	B	4749.590  4749.590	18.308  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57996.444	V	5619.317  5619.317	18.126  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57996.449	gp	3908.747  3908.747	18.520  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57996.460	rp	5198.151  5198.151	18.210  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57996.466	ip	5320.528  5320.528	18.185  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58002.424	B	3705.461  3705.461	18.578  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58002.431	V	3298.676  3298.676	18.704  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58002.434	gp	2550.328  2550.328	18.984  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58002.442	rp	2086.300  2086.300	19.202  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58002.448	ip	2007.934  2007.934	19.243  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58008.133	B	722.254  722.254	20.353  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58008.137	V	1416.235  99.153	19.622  0.076	None	Siding_Spring_1m	Sinistro
OBS:	  58008.143	gp	524.384  524.384	20.701  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58008.154	rp	1509.470  82.051	19.553  0.059	None	Siding_Spring_1m	Sinistro
OBS:	  58008.160	ip	2280.748  119.776	19.105  0.057	None	Siding_Spring_1m	Sinistro
OBS:	  58012.376	B	1060.240  1060.240	19.936  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58012.390	V	1135.554  105.635	19.862  0.101	None	Siding_Spring_1m	Sinistro
OBS:	  58012.400	gp	662.835  662.835	20.446  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58012.409	rp	1093.764  1093.764	19.903  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58012.413	ip	2009.005  157.290	19.243  0.085	None	Siding_Spring_1m	Sinistro
OBS:	  58035.087	B	564.503  564.503	20.621  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58035.097	V	907.924  75.262	20.105  0.090	None	Siding_Spring_1m	Sinistro
OBS:	  58035.111	gp	506.528  506.528	20.738  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58035.116	rp	624.083  624.083	20.512  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58035.128	ip	1086.147  1086.147	19.910  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58043.063	B	956.352  956.352	20.048  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58043.077	V	1208.987  1208.987	19.794  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58043.087	gp	647.721  647.721	20.472  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58043.096	rp	953.517  953.517	20.052  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58043.100	ip	1515.675  1515.675	19.548  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58184.422	B	2710.788  2710.788	18.917  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58184.432	B	2970.256  2970.256	18.818  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58184.442	V	2638.114  2638.114	18.947  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58184.450	gp	2183.642  2183.642	19.152  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58184.460	gp	1555.932  1555.932	19.520  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58184.469	rp	1379.026  1379.026	19.651  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58184.477	ip	2087.579  2087.579	19.201  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57899.684	B	8887.955  165.521	17.628  0.020	None	Siding_Spring_1m	Sinistro
OBS:	  57899.687	V	38965.837  372.036	16.023  0.010	None	Siding_Spring_1m	Sinistro
OBS:	  57899.688	rp	56231.739  435.462	15.625  0.008	None	Siding_Spring_1m	Sinistro
OBS:	  57899.690	ip	57898.535  551.867	15.593  0.010	None	Siding_Spring_1m	Sinistro
OBS:	  57899.712	B	8931.106  141.759	17.622  0.017	None	Siding_Spring_1m	Sinistro
OBS:	  57899.719	V	39077.230  302.650	16.020  0.008	None	Siding_Spring_1m	Sinistro
OBS:	  57899.721	gp	19649.844  133.632	16.766  0.007	None	Siding_Spring_1m	Sinistro
OBS:	  57899.727	rp	57215.774  289.476	15.606  0.005	None	Siding_Spring_1m	Sinistro
OBS:	  57899.731	ip	58166.287  395.809	15.589  0.007	None	Siding_Spring_1m	Sinistro
OBS:	  57901.538	V	34169.050  580.586	16.166  0.018	None	Siding_Spring_1m	Sinistro
OBS:	  57901.539	rp	50260.584  624.973	15.747  0.014	None	Siding_Spring_1m	Sinistro
OBS:	  57901.541	ip	52852.433  1139.568	15.692  0.023	None	Siding_Spring_1m	Sinistro
OBS:	  57903.000	B	6305.390  151.984	18.001  0.026	None	Siding_Spring_1m	Sinistro
OBS:	  57903.003	V	31965.088  363.603	16.238  0.012	None	Siding_Spring_1m	Sinistro
OBS:	  57903.005	rp	49448.362  338.125	15.764  0.007	None	Siding_Spring_1m	Sinistro
OBS:	  57903.007	ip	57307.058  494.694	15.605  0.009	None	Siding_Spring_1m	Sinistro
OBS:	  57904.693	B	661965000000000.000  18895870165745.898	-9.552  0.031	None	Siding_Spring_1m	Sinistro
OBS:	  57904.698	V	2619746000000000.000  26535180478821.398	-11.046  0.011	None	Siding_Spring_1m	Sinistro
OBS:	  57904.700	gp	3000757000000000.000  30394407918968.699	-11.193  0.011	None	Siding_Spring_1m	Sinistro
OBS:	  57905.694	B	4728.909  170.415	18.313  0.039	None	Siding_Spring_1m	Sinistro
OBS:	  57905.697	V	27065.737  357.479	16.419  0.014	None	Siding_Spring_1m	Sinistro
OBS:	  57905.699	rp	46481.405  361.875	15.832  0.008	None	Siding_Spring_1m	Sinistro
OBS:	  57905.716	B	4526.624  113.136	18.360  0.027	None	Siding_Spring_1m	Sinistro
OBS:	  57905.718	V	27721.403  263.430	16.393  0.010	None	Siding_Spring_1m	Sinistro
OBS:	  57905.720	rp	46706.449  235.004	15.827  0.005	None	Siding_Spring_1m	Sinistro
OBS:	  57905.722	ip	60477.423  357.302	15.546  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  57908.596	B	3566.771  144.863	18.619  0.044	None	Siding_Spring_1m	Sinistro
OBS:	  57908.599	V	24366.923  253.819	16.533  0.011	None	Siding_Spring_1m	Sinistro
OBS:	  57908.600	rp	43512.103  256.788	15.904  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  57908.602	ip	62197.427  365.202	15.515  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  57909.881	B	3022.696  250.714	18.799  0.090	None	Siding_Spring_1m	Sinistro
OBS:	  57909.887	V	22874.685  385.017	16.602  0.018	None	Siding_Spring_1m	Sinistro
OBS:	  57909.893	gp	8262.719  191.507	17.707  0.025	None	Siding_Spring_1m	Sinistro
OBS:	  57909.896	rp	43053.103  333.688	15.915  0.008	None	Siding_Spring_1m	Sinistro
OBS:	  57909.902	ip	62053.201  425.162	15.518  0.007	None	Siding_Spring_1m	Sinistro
OBS:	  57915.278	B	2150.861  465.524	19.168  0.235	None	Siding_Spring_1m	Sinistro
OBS:	  57915.281	V	18310.655  728.580	16.843  0.043	None	Siding_Spring_1m	Sinistro
OBS:	  57915.283	rp	35103.628  657.393	16.137  0.020	None	Siding_Spring_1m	Sinistro
OBS:	  57915.284	ip	58557.696  885.520	15.581  0.016	None	Siding_Spring_1m	Sinistro
OBS:	  57917.270	V	15203.170  324.948	17.045  0.023	None	Siding_Spring_1m	Sinistro
OBS:	  57917.274	ip	53782.681  417.469	15.674  0.008	None	Siding_Spring_1m	Sinistro
OBS:	  57917.284	gp	4809.245  221.855	18.295  0.050	None	Siding_Spring_1m	Sinistro
OBS:	  57917.298	rp	30179.387  342.776	16.300  0.012	None	Siding_Spring_1m	Sinistro
OBS:	  57935.124	B	1022.611  75.370	19.976  0.080	None	Siding_Spring_1m	Sinistro
OBS:	  57935.132	V	7350.846  163.297	17.834  0.024	None	Siding_Spring_1m	Sinistro
OBS:	  57935.137	gp	2711.443  65.144	18.916  0.026	None	Siding_Spring_1m	Sinistro
OBS:	  57935.140	rp	12164.204  136.343	17.287  0.012	None	Siding_Spring_1m	Sinistro
OBS:	  57935.144	ip	20316.950  190.683	16.730  0.010	None	Siding_Spring_1m	Sinistro
# END: 
