# CREATED_DATE: 2018-05-11T22:15:44.382Z
# MODIFIED_DATE: 2021-10-01T22:11:19.397Z
# STATUS: NeedsTemplate
# OBS_GROUP: Unknown
# NON_DETECT_BAND: Gaia-Photometric - G
# BEST_SPEC_CLASS: SN II
# PHOTO_CLASS: None
# CONTEXT_CLASS: None
# BEST_SPECTRUM: None
# HOST: Host: NGC 6946; (20:34:52.32, +60:09:14.08)
# ABS_MAG_PEAK_BAND: None
# ANTARES_CLASSIFICATION: None
# INTERNAL_SURVEY: None
# NAME: 2017eaw
# RA: 308.684325
# DEC: 60.1933333333333
# RA_ERR: None
# DEC_ERR: None
# DISC_DATE: 2017-05-14T00:00:00Z
# REDSHIFT: 0.00013
# REDSHIFT_ERR: None
# REDSHIFT_SOURCE: None
# NON_DETECT_DATE: 2017-05-06T12:44:38Z
# NON_DETECT_LIMIT: 21.5
# MW_EBV: 0.295158200860023
# ABS_MAG_PEAK: None
# ABS_MAG_PEAK_DATE: None
# POSTAGE_STAMP_FILE: None
# POSTAGE_STAMP_REF: None
# POSTAGE_STAMP_DIFF: None
# POSTAGE_STAMP_FILE_FITS: None
# POSTAGE_STAMP_REF_FITS: None
# POSTAGE_STAMP_DIFF_FITS: None
# K2_VALIDATED: None
# K2_MSG: None
# TNS_SPEC_CLASS: SN II
# POINT_SOURCE_PROBABILITY: None
# SLUG: 2017eaw
# REAL_BOGUS_SCORE: None
# HAS_HST: True
# HAS_SPITZER: True
# HAS_CHANDRA: True
# TAGS: [6, 19, 77]

VARLIST:  MJD		 FLT  FLUXCAL	FLUXCALERR	  MAG	  MAGERR	 MAGSYS	  TELESCOPE	   INSTRUMENT
OBS:	  57912.943	G	711213.514  131010.371	12.870  0.200	None	Gaia	Gaia-Photometric
OBS:	  57916.334	rp	782523.953  2435.029	12.766  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57916.335	ip	804177.753  2478.004	12.737  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57916.365	B	284428.713  1265.955	13.865  0.005	None	Siding_Spring_1m	Sinistro
OBS:	  57916.367	R	982530.671  2257.427	12.519  0.002	None	Siding_Spring_1m	Sinistro
OBS:	  57916.374	V	614797.928  1922.701	13.028  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57916.376	B	287387.535  1273.116	13.854  0.005	None	Siding_Spring_1m	Sinistro
OBS:	  57916.394	ip	801049.947  2231.009	12.741  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57916.398	rp	782663.130  1853.176	12.766  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57916.399	gp	445704.524  1225.647	13.377  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57917.243	gp	437054.064  1800.493	13.399  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57917.244	ip	810377.151  2418.851	12.729  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57917.246	rp	778524.159  2352.655	12.772  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57917.341	rp	787393.048  1835.027	12.759  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57917.343	B	276992.188  1205.455	13.894  0.005	None	Siding_Spring_1m	Sinistro
OBS:	  57917.349	gp	440920.665  1404.973	13.389  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57917.352	V	610689.767  1919.411	13.036  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57917.354	B	276781.300  1184.565	13.895  0.005	None	Siding_Spring_1m	Sinistro
OBS:	  57917.364	ip	803383.238  2235.844	12.738  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57917.368	rp	780907.753  1836.441	12.769  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57918.275	ip	778685.039  3237.244	12.771  0.005	None	Siding_Spring_1m	Sinistro
OBS:	  57918.276	gp	431446.605  1968.017	13.413  0.005	None	Siding_Spring_1m	Sinistro
OBS:	  57918.277	rp	770042.448  2603.357	12.784  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57918.356	B	266471.613  1101.587	13.936  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57918.359	V	600635.312  1504.093	13.053  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57919.361	rp	768177.043  2277.891	12.787  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57919.362	ip	798878.325  2345.939	12.744  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57919.363	gp	425517.641  1744.265	13.428  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57925.286	rp	706099.223  3673.398	12.878  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  57925.287	gp	368664.766  5319.943	13.583  0.016	None	Siding_Spring_1m	Sinistro
OBS:	  57925.288	ip	679751.008  14843.863	12.919  0.024	None	Siding_Spring_1m	Sinistro
OBS:	  57928.301	B	207060.303  879.349	14.209  0.005	None	Siding_Spring_1m	Sinistro
OBS:	  57928.305	V	551569.539  1698.392	13.146  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57928.309	gp	367728.554  1105.358	13.586  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57928.313	rp	723311.199  1663.074	12.852  0.002	None	Siding_Spring_1m	Sinistro
OBS:	  57928.317	ip	778568.923  2223.780	12.771  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57932.449	ip	787200.046  2362.814	12.760  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57932.451	rp	714183.721  2189.112	12.866  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57934.329	B	190126.475  739.919	14.302  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57934.333	V	550950.061  1559.345	13.147  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57934.338	gp	357035.852  994.136	13.618  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57934.341	rp	714400.733  1495.710	12.866  0.002	None	Siding_Spring_1m	Sinistro
OBS:	  57934.344	ip	795601.591  2135.169	12.749  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57934.376	rp	732203.968  1944.041	12.838  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57938.452	gp	341856.484  1154.428	13.665  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57938.453	ip	803808.278  2307.205	12.737  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57938.455	rp	720171.679  2091.654	12.857  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57940.322	gp	342790.236  1104.166	13.662  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57940.323	ip	809948.666  2203.689	12.729  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57940.325	rp	722596.467  2021.008	12.853  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57940.348	B	178734.518  712.002	14.370  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57940.352	V	547951.448  1582.504	13.154  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57940.356	gp	348578.350  1008.191	13.644  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57940.358	rp	722359.358  1517.751	12.853  0.002	None	Siding_Spring_1m	Sinistro
OBS:	  57940.363	ip	796074.790  2045.534	12.748  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57944.267	gp	334855.055  1362.179	13.687  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57944.310	B	169237.799  838.206	14.429  0.005	None	Siding_Spring_1m	Sinistro
OBS:	  57944.316	V	531518.964  1672.956	13.186  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57944.319	gp	335758.797  1064.085	13.685  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57944.321	rp	722038.228  1712.693	12.854  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57944.376	gp	326625.004  1098.206	13.715  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57944.377	rp	716280.863  2097.229	12.862  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57944.379	ip	800869.823  2279.595	12.741  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57944.429	B	165936.472  856.173	14.450  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  57944.433	V	525196.207  1740.851	13.199  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57945.353	B	164607.846  810.228	14.459  0.005	None	Siding_Spring_1m	Sinistro
OBS:	  57945.357	V	522839.444  1650.716	13.204  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57945.363	gp	325244.062  1027.352	13.720  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57945.366	rp	712266.644  1672.002	12.868  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57945.370	ip	797833.158  2233.094	12.745  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57945.388	gp	324749.115  1304.042	13.721  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57945.389	rp	710668.034  2126.388	12.871  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57945.391	ip	796160.089  2325.416	12.747  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57961.330	B	137457.548  534.145	14.654  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57961.334	V	497872.228  1119.165	13.257  0.002	None	Siding_Spring_1m	Sinistro
OBS:	  57961.343	B	137719.358  538.024	14.652  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57961.348	V	498203.945  1431.424	13.256  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57961.350	gp	294111.267  819.334	13.829  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57961.356	rp	699868.117  1476.290	12.888  0.002	None	Siding_Spring_1m	Sinistro
OBS:	  57961.357	ip	799672.776  1671.596	12.742  0.002	None	Siding_Spring_1m	Sinistro
OBS:	  57965.433	B	110534.708  973.428	14.892  0.010	None	Siding_Spring_1m	Sinistro
OBS:	  57965.436	V	377491.492  16791.554	13.558  0.048	None	Siding_Spring_1m	Sinistro
OBS:	  57965.448	ip	789260.943  24721.884	12.757  0.034	None	Siding_Spring_1m	Sinistro
OBS:	  57971.381	B	119600.065  685.213	14.806  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  57971.384	V	464207.506  1459.360	13.333  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57971.388	gp	265181.432  864.023	13.941  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57971.392	rp	671784.307  1622.037	12.932  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57971.395	ip	30895.032  30895.032	16.275  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57972.347	B	116557.325  476.441	14.833  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57972.351	V	461431.436  1173.701	13.340  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57972.361	gp	263214.977  691.030	13.950  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57972.365	rp	664713.763  1488.068	12.943  0.002	None	Siding_Spring_1m	Sinistro
OBS:	  57972.371	ip	778886.919  1605.649	12.772  0.002	None	Siding_Spring_1m	Sinistro
OBS:	  57975.412	B	109301.753  638.645	14.903  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  57975.416	V	446325.712  1389.191	13.375  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57975.422	rp	653437.343  1569.399	12.962  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57976.311	B	108241.134  414.146	14.914  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57976.320	V	446106.668  1020.068	13.376  0.002	None	Siding_Spring_1m	Sinistro
OBS:	  57976.325	gp	250206.234  569.382	14.004  0.002	None	Siding_Spring_1m	Sinistro
OBS:	  57976.336	rp	648861.069  1312.008	12.969  0.002	None	Siding_Spring_1m	Sinistro
OBS:	  57976.339	ip	756572.081  1463.831	12.803  0.002	None	Siding_Spring_1m	Sinistro
OBS:	  57987.381	B	79047.925  422.600	15.255  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  57987.385	V	360354.439  998.161	13.608  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57995.323	B	54087.768  380.707	15.667  0.008	None	Siding_Spring_1m	Sinistro
OBS:	  57995.324	V	264232.199  942.405	13.945  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57995.327	gp	134610.408  466.531	14.678  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57995.332	rp	437189.712  1165.120	13.399  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57995.334	ip	540333.044  1452.998	13.169  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  58001.242	B	33667.380  574.394	16.182  0.019	None	Siding_Spring_1m	Sinistro
OBS:	  58001.247	V	171361.328  949.845	14.415  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  58001.248	gp	82692.993  520.531	15.206  0.007	None	Siding_Spring_1m	Sinistro
OBS:	  58001.252	rp	305573.541  1138.294	13.787  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  58001.256	ip	389558.869  1422.863	13.524  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  58002.345	B	30406.398  1272.314	16.293  0.045	None	Siding_Spring_1m	Sinistro
OBS:	  58002.350	V	159067.502  1328.234	14.496  0.009	None	Siding_Spring_1m	Sinistro
OBS:	  58002.354	gp	79022.184  1002.975	15.256  0.014	None	Siding_Spring_1m	Sinistro
OBS:	  58002.359	rp	281059.412  1380.165	13.878  0.005	None	Siding_Spring_1m	Sinistro
OBS:	  58002.363	ip	356139.923  1445.638	13.620  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  58003.355	B	26423.199  885.445	16.445  0.036	None	Siding_Spring_1m	Sinistro
OBS:	  58003.359	V	144363.314  933.369	14.602  0.007	None	Siding_Spring_1m	Sinistro
OBS:	  58004.316	B	24504.280  528.302	16.527  0.023	None	Siding_Spring_1m	Sinistro
OBS:	  58004.321	V	127635.017  806.092	14.735  0.007	None	Siding_Spring_1m	Sinistro
OBS:	  58004.323	gp	60355.176  430.235	15.548  0.008	None	Siding_Spring_1m	Sinistro
OBS:	  58004.330	rp	236694.005  891.277	14.064  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  58004.332	ip	298701.711  1113.065	13.812  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  58005.328	B	22394.980  317.963	16.624  0.015	None	Siding_Spring_1m	Sinistro
OBS:	  58005.335	V	113832.272  601.390	14.859  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  58005.337	gp	53781.972  329.789	15.673  0.007	None	Siding_Spring_1m	Sinistro
OBS:	  58005.342	rp	216139.607  620.547	14.163  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  58005.348	ip	271832.902  951.875	13.914  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  58008.322	B	15607.305  277.376	17.017  0.019	None	Siding_Spring_1m	Sinistro
OBS:	  58008.327	V	79620.030  480.500	15.248  0.007	None	Siding_Spring_1m	Sinistro
OBS:	  58008.331	gp	38446.520  264.815	16.038  0.007	None	Siding_Spring_1m	Sinistro
OBS:	  58008.338	rp	161982.873  553.834	14.477  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  58008.342	ip	201468.711  675.435	14.239  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  58009.303	B	14673.638  220.315	17.083  0.016	None	Siding_Spring_1m	Sinistro
OBS:	  58009.306	V	74176.841  378.819	15.324  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  58010.332	B	12972.327  206.268	17.218  0.017	None	Siding_Spring_1m	Sinistro
OBS:	  58010.334	V	67905.177  346.197	15.420  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  58010.338	gp	32461.900  192.483	16.221  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  58010.343	rp	138970.757  463.527	14.643  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  58010.349	ip	177323.463  589.717	14.378  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  58018.198	B	10197.299  180.490	17.478  0.019	None	Siding_Spring_1m	Sinistro
OBS:	  58018.200	V	56273.330  282.372	15.624  0.005	None	Siding_Spring_1m	Sinistro
OBS:	  58018.282	B	10197.314  161.782	17.479  0.017	None	Siding_Spring_1m	Sinistro
OBS:	  58018.287	V	56456.746  285.528	15.621  0.005	None	Siding_Spring_1m	Sinistro
OBS:	  58018.289	gp	26799.971  157.757	16.430  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  58018.294	rp	114999.211  382.684	14.848  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  58018.300	ip	148794.311  496.063	14.568  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  58019.271	B	10586.919  187.503	17.438  0.019	None	Siding_Spring_1m	Sinistro
OBS:	  58019.276	V	55292.454  327.341	15.644  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  58019.278	gp	26695.680  180.870	16.434  0.007	None	Siding_Spring_1m	Sinistro
OBS:	  58019.283	rp	116046.439  385.159	14.838  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  58019.287	ip	147189.238  484.577	14.580  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  58028.251	B	9637.047  276.851	17.541  0.031	None	Siding_Spring_1m	Sinistro
OBS:	  58028.258	V	49166.658  383.983	15.771  0.008	None	Siding_Spring_1m	Sinistro
OBS:	  58028.260	gp	24579.899  257.388	16.524  0.011	None	Siding_Spring_1m	Sinistro
OBS:	  58028.265	rp	106260.821  456.882	14.934  0.005	None	Siding_Spring_1m	Sinistro
OBS:	  58028.269	ip	133513.773  563.682	14.686  0.005	None	Siding_Spring_1m	Sinistro
OBS:	  58034.229	B	9216.783  298.612	17.589  0.035	None	Siding_Spring_1m	Sinistro
OBS:	  58034.235	V	47240.465  367.128	15.814  0.008	None	Siding_Spring_1m	Sinistro
OBS:	  58034.268	B	9016.208  308.685	17.613  0.037	None	Siding_Spring_1m	Sinistro
OBS:	  58034.270	V	47249.007  497.757	15.814  0.011	None	Siding_Spring_1m	Sinistro
OBS:	  58034.277	gp	23669.192  290.912	16.565  0.013	None	Siding_Spring_1m	Sinistro
OBS:	  58034.281	rp	101406.875  527.227	14.985  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  58034.285	ip	125603.989  770.952	14.752  0.007	None	Siding_Spring_1m	Sinistro
OBS:	  58035.232	B	9355.176  208.544	17.572  0.024	None	Siding_Spring_1m	Sinistro
OBS:	  58035.237	V	47980.683  328.281	15.798  0.007	None	Siding_Spring_1m	Sinistro
OBS:	  58035.241	gp	23974.599  184.705	16.551  0.008	None	Siding_Spring_1m	Sinistro
OBS:	  58035.248	rp	101818.841  344.518	14.981  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  58035.250	ip	126305.763  522.487	14.747  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  58039.252	B	9109.665  161.147	17.601  0.019	None	Siding_Spring_1m	Sinistro
OBS:	  58039.257	V	46274.454  273.150	15.837  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  58039.261	gp	23026.736  135.169	16.595  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  58039.268	rp	98779.264  324.905	15.013  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  58039.272	ip	120441.785  495.483	14.798  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  58041.107	B	8877.794  156.980	17.629  0.019	None	Siding_Spring_1m	Sinistro
OBS:	  58041.109	R	130397.253  420.201	14.712  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  58041.111	V	45767.029  267.855	15.848  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  58043.232	B	8936.366  158.057	17.622  0.019	None	Siding_Spring_1m	Sinistro
OBS:	  58043.236	V	44939.419  265.168	15.869  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  58043.241	gp	22168.133  149.369	16.636  0.007	None	Siding_Spring_1m	Sinistro
OBS:	  58043.245	rp	94664.281  313.228	15.060  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  58043.249	ip	115522.417  472.345	14.844  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  58047.106	B	8505.019  158.224	17.676  0.020	None	Siding_Spring_1m	Sinistro
OBS:	  58047.115	V	42239.808  286.174	15.936  0.007	None	Siding_Spring_1m	Sinistro
OBS:	  58051.120	B	8357.636  163.151	17.694  0.021	None	Siding_Spring_1m	Sinistro
OBS:	  58051.124	V	40539.160  275.896	15.980  0.007	None	Siding_Spring_1m	Sinistro
OBS:	  58051.131	gp	20355.766  137.607	16.728  0.007	None	Siding_Spring_1m	Sinistro
OBS:	  58051.133	rp	87931.492  365.268	15.140  0.005	None	Siding_Spring_1m	Sinistro
OBS:	  58051.137	ip	105136.866  437.413	14.946  0.005	None	Siding_Spring_1m	Sinistro
OBS:	  58051.207	B	8514.832  213.193	17.675  0.027	None	Siding_Spring_1m	Sinistro
OBS:	  58051.209	V	39887.478  272.370	15.998  0.007	None	Siding_Spring_1m	Sinistro
OBS:	  58055.095	B	8286.172  184.586	17.705  0.024	None	Siding_Spring_1m	Sinistro
OBS:	  58055.100	V	38892.175  300.312	16.025  0.008	None	Siding_Spring_1m	Sinistro
OBS:	  58055.104	gp	20123.564  172.722	16.741  0.009	None	Siding_Spring_1m	Sinistro
OBS:	  58055.109	rp	86724.464  363.519	15.155  0.005	None	Siding_Spring_1m	Sinistro
OBS:	  58055.115	ip	12752.994  12752.994	17.236  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58059.167	B	7623.671  295.929	17.795  0.042	None	Siding_Spring_1m	Sinistro
OBS:	  58059.170	V	37468.942  392.347	16.066  0.011	None	Siding_Spring_1m	Sinistro
OBS:	  58059.176	gp	19566.402  239.841	16.771  0.013	None	Siding_Spring_1m	Sinistro
OBS:	  58059.180	rp	84881.245  436.437	15.178  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  58059.184	ip	99679.679  507.405	15.004  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  58060.158	B	8685.388  305.285	17.653  0.038	None	Siding_Spring_1m	Sinistro
OBS:	  58060.163	V	38383.613  366.958	16.040  0.010	None	Siding_Spring_1m	Sinistro
OBS:	  58060.169	gp	19580.092  257.801	16.770  0.014	None	Siding_Spring_1m	Sinistro
OBS:	  58060.172	rp	84866.989  434.365	15.178  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  58060.178	ip	98236.955  498.871	15.020  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  58061.089	B	73650.631  73650.631	15.332  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58061.093	V	232004.215  232004.215	14.086  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58071.067	B	127300.495  127300.495	14.738  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58071.122	B	60162.510  60162.510	15.552  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58071.124	V	183291.024  183291.024	14.342  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58071.128	gp	18383.750  1306.467	16.839  0.077	None	Siding_Spring_1m	Sinistro
OBS:	  58071.133	rp	434871.360  434871.360	13.404  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58071.139	ip	84459.120  4693.921	15.184  0.060	None	Siding_Spring_1m	Sinistro
OBS:	  58082.079	B	6874.479  171.942	17.906  0.027	None	Siding_Spring_1m	Sinistro
OBS:	  58082.084	V	30340.251  260.283	16.295  0.009	None	Siding_Spring_1m	Sinistro
OBS:	  58082.088	gp	16369.501  154.852	16.965  0.010	None	Siding_Spring_1m	Sinistro
OBS:	  58082.092	rp	69730.379  290.737	15.392  0.005	None	Siding_Spring_1m	Sinistro
OBS:	  58082.094	ip	78892.451  395.698	15.257  0.005	None	Siding_Spring_1m	Sinistro
OBS:	  58099.079	B	6436.655  166.858	17.978  0.028	None	Siding_Spring_1m	Sinistro
OBS:	  58099.082	V	25695.757  243.104	16.476  0.010	None	Siding_Spring_1m	Sinistro
OBS:	  58099.088	gp	14870.964  140.642	17.070  0.010	None	Siding_Spring_1m	Sinistro
OBS:	  58099.092	rp	61691.842  311.466	15.524  0.005	None	Siding_Spring_1m	Sinistro
OBS:	  58099.094	ip	68568.729  405.962	15.409  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  58246.330	B	16872.809  16872.809	16.932  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58246.338	V	6501.848  299.832	17.968  0.050	None	Siding_Spring_1m	Sinistro
OBS:	  58246.344	gp	4372.964  97.086	18.398  0.024	None	Siding_Spring_1m	Sinistro
OBS:	  58246.359	ip	16797.441  203.445	16.937  0.013	None	Siding_Spring_1m	Sinistro
OBS:	  58246.410	B	2158.666  153.173	19.164  0.077	None	Siding_Spring_1m	Sinistro
OBS:	  58246.421	V	6475.870  239.063	17.972  0.040	None	Siding_Spring_1m	Sinistro
OBS:	  58246.424	gp	4736.331  140.004	18.312  0.032	None	Siding_Spring_1m	Sinistro
OBS:	  58246.432	rp	12862.968  109.100	17.227  0.009	None	Siding_Spring_1m	Sinistro
OBS:	  58246.438	ip	17150.041  223.560	16.914  0.014	None	Siding_Spring_1m	Sinistro
OBS:	  58258.309	B	2147.457  55.538	19.170  0.028	None	Siding_Spring_1m	Sinistro
OBS:	  58258.318	V	5919.521  82.386	18.070  0.015	None	Siding_Spring_1m	Sinistro
OBS:	  58258.323	gp	4108.912  42.245	18.466  0.011	None	Siding_Spring_1m	Sinistro
OBS:	  58258.331	rp	10994.595  82.729	17.397  0.008	None	Siding_Spring_1m	Sinistro
OBS:	  58258.337	ip	15475.727  102.233	17.026  0.007	None	Siding_Spring_1m	Sinistro
OBS:	  58267.419	B	2149.983  190.158	19.169  0.096	None	Siding_Spring_1m	Sinistro
OBS:	  58267.430	V	5160.503  142.951	18.218  0.030	None	Siding_Spring_1m	Sinistro
OBS:	  58267.437	gp	3730.473  93.062	18.571  0.027	None	Siding_Spring_1m	Sinistro
OBS:	  58267.441	rp	10137.091  104.140	17.485  0.011	None	Siding_Spring_1m	Sinistro
OBS:	  58267.450	ip	13971.286  297.308	17.137  0.023	None	Siding_Spring_1m	Sinistro
OBS:	  58284.285	B	1745.112  51.542	19.396  0.032	None	Siding_Spring_1m	Sinistro
OBS:	  58284.296	V	4441.400  94.424	18.381  0.023	None	Siding_Spring_1m	Sinistro
OBS:	  58284.303	gp	3178.513  58.816	18.744  0.020	None	Siding_Spring_1m	Sinistro
OBS:	  58284.310	rp	7921.635  81.204	17.753  0.011	None	Siding_Spring_1m	Sinistro
OBS:	  58284.313	ip	10639.018  138.236	17.433  0.014	None	Siding_Spring_1m	Sinistro
OBS:	  58292.275	B	1513.104  75.313	19.550  0.054	None	Siding_Spring_1m	Sinistro
OBS:	  58292.282	V	4107.755  113.753	18.466  0.030	None	Siding_Spring_1m	Sinistro
OBS:	  58292.285	gp	2931.347  62.322	18.832  0.023	None	Siding_Spring_1m	Sinistro
OBS:	  58292.296	rp	7323.150  101.941	17.838  0.015	None	Siding_Spring_1m	Sinistro
OBS:	  58292.302	ip	10088.143  140.355	17.491  0.015	None	Siding_Spring_1m	Sinistro
OBS:	  58303.421	B	1405.757  86.789	19.630  0.067	None	Siding_Spring_1m	Sinistro
OBS:	  58318.261	B	1287.100  43.926	19.726  0.037	None	Siding_Spring_1m	Sinistro
OBS:	  58318.265	V	3230.631  62.700	18.727  0.021	None	Siding_Spring_1m	Sinistro
OBS:	  58318.270	gp	2222.439  32.977	19.133  0.016	None	Siding_Spring_1m	Sinistro
OBS:	  58318.279	rp	5329.282  59.441	18.183  0.012	None	Siding_Spring_1m	Sinistro
OBS:	  58318.284	ip	7361.471  75.350	17.832  0.011	None	Siding_Spring_1m	Sinistro
OBS:	  58335.406	B	908.178  73.619	20.105  0.088	None	Siding_Spring_1m	Sinistro
OBS:	  58335.414	V	2446.357  87.967	19.028  0.039	None	Siding_Spring_1m	Sinistro
