# CREATED_DATE: 2018-03-25T18:44:40.213Z
# MODIFIED_DATE: 2021-10-01T22:11:23.010Z
# STATUS: NeedsTemplate
# OBS_GROUP: Unknown
# NON_DETECT_BAND: Gaia-Photometric - G
# BEST_SPEC_CLASS: Unknown
# PHOTO_CLASS: None
# CONTEXT_CLASS: None
# BEST_SPECTRUM: None
# HOST: Host: NGC 2442; (07:36:23.84, -69:31:50.99)
# ABS_MAG_PEAK_BAND: None
# ANTARES_CLASSIFICATION: None
# INTERNAL_SURVEY: None
# NAME: 2016jbu
# RA: 114.108166666667
# DEC: -69.5486805555555
# RA_ERR: None
# DEC_ERR: None
# DISC_DATE: 2016-12-01T14:18:14Z
# REDSHIFT: 0.00489
# REDSHIFT_ERR: None
# REDSHIFT_SOURCE: None
# NON_DETECT_DATE: 2016-10-02T10:56:38Z
# NON_DETECT_LIMIT: 21.5
# MW_EBV: 0.174
# ABS_MAG_PEAK: None
# ABS_MAG_PEAK_DATE: None
# POSTAGE_STAMP_FILE: None
# POSTAGE_STAMP_REF: None
# POSTAGE_STAMP_DIFF: None
# POSTAGE_STAMP_FILE_FITS: None
# POSTAGE_STAMP_REF_FITS: None
# POSTAGE_STAMP_DIFF_FITS: None
# K2_VALIDATED: None
# K2_MSG: None
# TNS_SPEC_CLASS: ---
# POINT_SOURCE_PROBABILITY: None
# SLUG: 2016jbu
# REAL_BOGUS_SCORE: None
# HAS_HST: True
# HAS_SPITZER: None
# HAS_CHANDRA: True
# TAGS: [3, 19, 20]

VARLIST:  MJD		 FLT  FLUXCAL	FLUXCALERR	  MAG	  MAGERR	 MAGSYS	  TELESCOPE	   INSTRUMENT
OBS:	  57723.596	G	1406.048  259.004	19.630  0.200	None	Gaia	Gaia-Photometric
OBS:	  57792.142	Unknown	155947.214  1180.065	14.517  0.008	None	Siding_Spring_1m	Sinistro
OBS:	  57793.165	B	108077.845  711.280	14.916  0.007	None	Siding_Spring_1m	Sinistro
OBS:	  57793.168	V	126708.058  843.862	14.743  0.007	None	Siding_Spring_1m	Sinistro
OBS:	  57793.172	up	48986.343  549.937	15.774  0.012	None	Siding_Spring_1m	Sinistro
OBS:	  57793.177	gp	125810.954  684.266	14.751  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  57793.180	rp	126325.120  683.902	14.747  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  57793.181	ip	141648.674  731.313	14.622  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  57793.185	Unknown	145857.670  1225.795	14.590  0.009	None	Siding_Spring_1m	Sinistro
OBS:	  57794.286	B	93612.990  690.137	15.072  0.008	None	Siding_Spring_1m	Sinistro
OBS:	  57794.291	V	114878.897  779.805	14.850  0.007	None	Siding_Spring_1m	Sinistro
OBS:	  57794.292	up	41122.847  583.404	15.965  0.015	None	Siding_Spring_1m	Sinistro
OBS:	  57794.300	gp	111176.613  681.556	14.884  0.007	None	Siding_Spring_1m	Sinistro
OBS:	  57794.303	rp	115688.508  637.249	14.842  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  57794.304	ip	128385.296  762.837	14.729  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  57794.306	Unknown	133104.465  1237.026	14.689  0.010	None	Siding_Spring_1m	Sinistro
OBS:	  57795.858	B	80443.638  721.961	15.236  0.010	None	Siding_Spring_1m	Sinistro
OBS:	  57795.860	V	102011.000  846.527	14.978  0.009	None	Siding_Spring_1m	Sinistro
OBS:	  57795.865	up	33530.111  666.542	16.187  0.022	None	Siding_Spring_1m	Sinistro
OBS:	  57795.870	gp	98086.616  608.990	15.021  0.007	None	Siding_Spring_1m	Sinistro
OBS:	  57795.873	rp	102667.471  640.444	14.971  0.007	None	Siding_Spring_1m	Sinistro
OBS:	  57795.876	ip	112108.933  752.054	14.876  0.007	None	Siding_Spring_1m	Sinistro
OBS:	  57795.878	Unknown	122188.138  1139.624	14.783  0.010	None	Siding_Spring_1m	Sinistro
OBS:	  57796.454	V	106000.765  106000.765	14.937  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57796.462	gp	20519.129  20519.129	16.720  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57796.466	rp	98409.117  906.814	15.017  0.010	None	Siding_Spring_1m	Sinistro
OBS:	  57796.470	ip	107690.876  1121.969	14.919  0.011	None	Siding_Spring_1m	Sinistro
OBS:	  57796.471	Unknown	118490.640  2518.675	14.816  0.023	None	Siding_Spring_1m	Sinistro
OBS:	  57796.549	B	73881.283  1203.555	15.328  0.018	None	Siding_Spring_1m	Sinistro
OBS:	  57796.848	B	73733.215  704.399	15.331  0.010	None	Siding_Spring_1m	Sinistro
OBS:	  57796.852	V	93586.517  851.070	15.072  0.010	None	Siding_Spring_1m	Sinistro
OBS:	  57796.855	up	29244.122  630.327	16.335  0.023	None	Siding_Spring_1m	Sinistro
OBS:	  57796.872	B	73761.971  711.248	15.331  0.010	None	Siding_Spring_1m	Sinistro
OBS:	  57796.877	V	91807.327  762.332	15.093  0.009	None	Siding_Spring_1m	Sinistro
OBS:	  57796.878	up	29035.667  600.010	16.343  0.022	None	Siding_Spring_1m	Sinistro
OBS:	  57796.885	gp	90293.474  690.952	15.111  0.008	None	Siding_Spring_1m	Sinistro
OBS:	  57796.887	rp	97870.214  1199.335	15.024  0.013	None	Siding_Spring_1m	Sinistro
OBS:	  57797.110	B	68829.056  648.561	15.406  0.010	None	Siding_Spring_1m	Sinistro
OBS:	  57797.113	V	91320.159  666.984	15.099  0.008	None	Siding_Spring_1m	Sinistro
OBS:	  57797.117	up	27780.507  1015.231	16.391  0.040	None	Siding_Spring_1m	Sinistro
OBS:	  57797.122	gp	86710.107  516.879	15.155  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  57797.125	rp	94815.745  576.563	15.057  0.007	None	Siding_Spring_1m	Sinistro
OBS:	  57797.126	ip	104710.480  608.979	14.950  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  57797.129	Unknown	112217.621  1028.368	14.875  0.010	None	Siding_Spring_1m	Sinistro
OBS:	  57797.550	B	67245.097  718.292	15.431  0.012	None	Siding_Spring_1m	Sinistro
OBS:	  57797.953	B	66734.040  694.936	15.440  0.011	None	Siding_Spring_1m	Sinistro
OBS:	  57797.957	V	86339.252  784.605	15.160  0.010	None	Siding_Spring_1m	Sinistro
OBS:	  57797.959	up	13183.456  13183.456	17.200  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57797.965	gp	82433.566  557.559	15.210  0.007	None	Siding_Spring_1m	Sinistro
OBS:	  57797.969	rp	89729.735  617.408	15.117  0.007	None	Siding_Spring_1m	Sinistro
OBS:	  57797.971	ip	97158.435  649.588	15.031  0.007	None	Siding_Spring_1m	Sinistro
OBS:	  57797.974	Unknown	103999.277  1236.234	14.958  0.013	None	Siding_Spring_1m	Sinistro
OBS:	  57801.111	B	49602.254  443.443	15.762  0.010	None	Siding_Spring_1m	Sinistro
OBS:	  57801.113	V	68969.625  496.257	15.403  0.008	None	Siding_Spring_1m	Sinistro
OBS:	  57801.118	up	16985.545  785.732	16.925  0.050	None	Siding_Spring_1m	Sinistro
OBS:	  57801.121	gp	63331.389  372.541	15.496  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  57801.126	rp	72627.760  439.550	15.348  0.007	None	Siding_Spring_1m	Sinistro
OBS:	  57801.128	ip	81215.039  531.562	15.226  0.007	None	Siding_Spring_1m	Sinistro
OBS:	  57801.130	Unknown	85033.416  848.377	15.177  0.011	None	Siding_Spring_1m	Sinistro
OBS:	  57839.786	B	552804000000000.000  14761801104972.377	-9.356  0.029	None	Siding_Spring_1m	Sinistro
OBS:	  57844.096	U	73951.822  73951.822	15.328  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57844.101	B	3998.850  299.104	18.495  0.081	None	Siding_Spring_1m	Sinistro
OBS:	  57844.104	V	11327.583  11327.583	17.365  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57844.105	up	59158.372  59158.372	15.570  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57844.112	gp	5816.603  173.495	18.088  0.032	None	Siding_Spring_1m	Sinistro
OBS:	  57844.115	rp	10472.716  10472.716	17.450  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57844.118	ip	10545.644  409.829	17.442  0.042	None	Siding_Spring_1m	Sinistro
OBS:	  57863.989	U	566887922371051.000  566887922371051.000	-9.384  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57864.002	B	3015.887  156.221	18.801  0.056	None	Siding_Spring_1m	Sinistro
OBS:	  57864.005	V	4176.166  4176.166	18.448  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57864.009	up	12426.137  12426.137	17.264  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57864.019	gp	3765.650  88.370	18.560  0.025	None	Siding_Spring_1m	Sinistro
OBS:	  57864.027	rp	3401.453  3401.453	18.671  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57864.031	ip	6141.563  165.379	18.030  0.029	None	Siding_Spring_1m	Sinistro
OBS:	  57869.993	B	2692.112  154.280	18.925  0.062	None	Siding_Spring_1m	Sinistro
OBS:	  57869.996	V	7686.258  7686.258	17.786  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57870.000	gp	3840.775  3840.775	18.539  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57877.795	B	2773.289  186.951	18.892  0.073	None	Siding_Spring_1m	Sinistro
OBS:	  57877.801	V	3242.927  179.785	18.723  0.060	None	Siding_Spring_1m	Sinistro
OBS:	  57877.805	gp	3392.413  125.920	18.674  0.040	None	Siding_Spring_1m	Sinistro
OBS:	  57877.811	rp	4304.841  4304.841	18.415  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57877.815	ip	4529.652  204.989	18.360  0.049	None	Siding_Spring_1m	Sinistro
OBS:	  57877.998	B	9868.247  9868.247	17.514  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57878.003	V	8667.912  8667.912	17.655  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57878.007	gp	3066.059  167.182	18.783  0.059	None	Siding_Spring_1m	Sinistro
OBS:	  57878.012	rp	4737.595  192.852	18.311  0.044	None	Siding_Spring_1m	Sinistro
OBS:	  57878.014	ip	4727.134  275.062	18.313  0.063	None	Siding_Spring_1m	Sinistro
OBS:	  57885.757	B	10674.300  10674.300	17.429  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57885.761	V	2734.965  206.893	18.908  0.082	None	Siding_Spring_1m	Sinistro
OBS:	  57885.772	gp	3221.849  193.440	18.729  0.065	None	Siding_Spring_1m	Sinistro
OBS:	  57885.779	rp	4471.874  173.840	18.374  0.042	None	Siding_Spring_1m	Sinistro
OBS:	  57885.782	ip	4471.125  198.242	18.374  0.048	None	Siding_Spring_1m	Sinistro
OBS:	  57886.761	B	2789.270  175.238	18.886  0.068	None	Siding_Spring_1m	Sinistro
OBS:	  57886.768	V	3126.836  187.702	18.762  0.065	None	Siding_Spring_1m	Sinistro
OBS:	  57886.771	gp	2947.432  141.788	18.827  0.052	None	Siding_Spring_1m	Sinistro
OBS:	  57886.779	rp	4755.330  141.345	18.307  0.032	None	Siding_Spring_1m	Sinistro
OBS:	  57886.785	ip	4966.487  201.973	18.260  0.044	None	Siding_Spring_1m	Sinistro
OBS:	  57899.361	Unknown	1815.289  69.094	19.352  0.041	None	Siding_Spring_1m	Sinistro
OBS:	  57899.361	B	1815.289  69.094	19.352  0.041	None	Siding_Spring_1m	Sinistro
OBS:	  57899.370	V	2428.235  76.816	19.037  0.034	None	Siding_Spring_1m	Sinistro
OBS:	  57899.375	gp	2404.529  49.945	19.047  0.023	None	Siding_Spring_1m	Sinistro
OBS:	  57899.383	rp	1218.849  1218.849	19.785  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57900.350	Unknown	1732.514  102.443	19.404  0.064	None	Siding_Spring_1m	Sinistro
OBS:	  57900.350	B	1732.514  102.443	19.404  0.064	None	Siding_Spring_1m	Sinistro
OBS:	  57900.361	Unknown	2435.087  112.653	19.034  0.050	None	Siding_Spring_1m	Sinistro
OBS:	  57900.361	V	2435.087  112.653	19.034  0.050	None	Siding_Spring_1m	Sinistro
OBS:	  57900.364	gp	2338.335  65.471	19.078  0.030	None	Siding_Spring_1m	Sinistro
OBS:	  57900.372	rp	4314.332  104.670	18.412  0.026	None	Siding_Spring_1m	Sinistro
OBS:	  57900.380	ip	3555.332  160.889	18.623  0.049	None	Siding_Spring_1m	Sinistro
OBS:	  57908.704	V	2575.746  223.269	18.973  0.094	None	Siding_Spring_1m	Sinistro
OBS:	  57908.707	gp	2715.302  160.525	18.915  0.064	None	Siding_Spring_1m	Sinistro
OBS:	  58707.432	gp	2391.168  2391.168	19.053  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58710.171	gp	3712.806  3712.806	18.576  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57899.361	B	1815.289  69.094	19.352  0.041	None	Siding_Spring_1m	Sinistro
OBS:	  57899.370	V	2428.235  76.816	19.037  0.034	None	Siding_Spring_1m	Sinistro
OBS:	  57899.375	gp	2404.529  49.945	19.047  0.023	None	Siding_Spring_1m	Sinistro
OBS:	  57900.350	B	1732.514  102.443	19.404  0.064	None	Siding_Spring_1m	Sinistro
OBS:	  57900.361	V	2435.087  112.653	19.034  0.050	None	Siding_Spring_1m	Sinistro
OBS:	  57900.364	gp	2338.335  65.471	19.078  0.030	None	Siding_Spring_1m	Sinistro
OBS:	  57900.372	rp	4314.332  104.670	18.412  0.026	None	Siding_Spring_1m	Sinistro
OBS:	  57900.380	ip	3555.332  160.889	18.623  0.049	None	Siding_Spring_1m	Sinistro
OBS:	  57908.704	V	2575.746  223.269	18.973  0.094	None	Siding_Spring_1m	Sinistro
OBS:	  57908.707	gp	2715.302  160.525	18.915  0.064	None	Siding_Spring_1m	Sinistro
# END: 
