Transient,id,ra,dec,disc_date,TransientStatus
2021xvl,91239,238.4259083333333,25.61675555555556,2021-08-31 05:20:37.003000,Ignore
2021xvk,91238,279.9680125,47.93824166666666,2021-09-01 05:44:55.997000,Ignore
2021xvj,91237,257.3270916666666,25.19671111111111,2021-09-03 06:39:22.997000,Ignore
2021xvi,91236,314.3909416666666,16.686447222222224,2021-08-29 06:05:41.004000,Ignore
2021xvh,91235,285.8647083333333,36.15611666666666,2021-09-01 05:56:06.996000,Ignore
2021xvf,91233,27.273429166666663,20.178641666666667,2021-09-01 08:44:08.002000,Ignore
2021xve,91232,265.2647583333333,64.50054444444444,2021-09-01 04:20:47.999000,Ignore
2021xvd,91231,228.8058083333333,51.027388888888886,2021-08-31 05:27:23.999000,Ignore
2021xvc,91230,236.1537875,43.60226388888889,2021-08-28 04:45:45,Ignore
2021xvb,91229,242.81543693185935,34.016498459062234,2021-09-11 00:00:00,Ignore
2021xva,91228,26.70016666666666,35.54683333333333,2021-09-03 08:52:26.996000,Ignore
2021xuz,91227,26.38980719746443,-3.0747976609838683,2021-09-08 00:00:00,Ignore
2021xuy,91226,44.4434572005308,-5.653713450051503,2021-09-04 00:00:00,Ignore
2021xux,91225,41.7591625,-9.67037222222222,2021-09-03 10:58:23.998000,Ignore
2021xuw,91224,128.83297083333332,39.89033055555556,2021-09-02 12:11:11,Ignore
2021xuv,91223,230.69296666666665,73.40655277777779,2021-09-03 04:16:34,Ignore
2021xuu,91222,228.92023333333333,37.39275555555555,2021-09-03 04:20:42.996000,Ignore
2021xut,91221,229.5963458333333,35.52076111111111,2021-09-03 04:21:24.002000,Ignore
2021xus,91220,235.789275,27.069547222222223,2021-08-28 04:23:40.998000,Ignore
2021xur,91219,230.06757916666663,6.261144444444445,2021-09-03 04:25:28.004000,Ignore
2021xuq,91218,240.36790416666665,26.944675,2021-08-28 04:24:22.003000,Ignore
2021xup,91217,247.8973625,18.781569444444443,2021-08-28 04:28:28.001000,Ignore
2021xuo,91216,278.0323125,44.47548611111111,2021-08-28 05:16:27.998000,Ignore
2021xun,91215,292.4303625,-23.567013888888887,2021-09-03 06:31:53,Ignore
2021xum,91214,313.2110083333333,27.33401111111111,2021-09-01 05:37:01.998000,Ignore
2021xul,91213,288.19185833333324,62.680794444444444,2021-09-03 07:49:53.996000,Ignore
2021xuk,91212,350.6850208333333,-9.984858333333332,2021-09-03 08:22:01.001000,Ignore
2021xui,91210,353.19325416666663,-4.064188888888888,2021-09-01 06:55:42.997000,Ignore
2021xuh,91209,18.985729166666665,-18.710125,2021-09-03 08:34:23.998000,Ignore
2021xug,91208,11.967895833333332,44.77864722222222,2021-09-03 09:08:42.996000,Ignore
2021xuf,91207,349.74195416666663,-10.718658333333334,2021-09-03 09:27:16.001000,Ignore
2021xue,91206,0.552675,2.022655555555556,2021-11-20 00:00:00,Ignore
2021xud,91205,12.521345833333331,21.72700833333333,2021-09-02 08:10:43.003000,Ignore
2021xub,91203,49.87454855123423,-19.282197959591,2021-09-13 00:00:00,Ignore
2021xua,91202,57.96396666666666,-20.30723055555556,2021-08-30 11:32:23.997000,Ignore
2021xtz,91201,67.09299583333332,-8.689652777777779,2021-09-03 10:40:52,Ignore
2021xty,91200,71.00414999999998,-10.309025,2021-09-03 11:05:19.003000,Ignore
2021xtx,91199,100.40995,43.30112777777777,2021-09-03 10:47:00.997000,Ignore
2021xtw,91198,61.53364166666666,-2.346163888888889,2021-09-03 10:55:40.996000,Ignore
2021xtv,91197,130.391975,49.85098333333333,2021-09-02 11:51:54,Ignore
2021xtu,91196,132.82067916666665,32.73323333333334,2021-09-02 12:10:30.003000,Ignore
2021xtt,91195,222.526475,28.29397777777778,2021-08-21 04:39:21.600000,Ignore
2021xtr,91193,234.9007083333333,29.624602777777778,2021-08-13 04:16:19.200000,Ignore
2021xtq,91192,19.29017916666666,39.47289722222222,2021-08-14 11:12:28.800000,Ignore
2021xtp,91191,14.696242391998512,22.63128427141596,2021-09-04 00:00:00,Ignore
2021xto,91190,56.7253875,-14.429544444444444,2021-08-20 11:00:57.600000,Ignore
2021xtn,91189,347.7955666666666,23.044636111111117,2021-08-25 06:44:38.400000,Ignore
2021xtm,91188,68.3384640281158,-4.154676629762219,2021-09-13 00:00:00,Ignore
2021xtl,91186,68.31424999999999,-13.463088888888889,2021-08-30 11:39:52.992000,Ignore
2021xtk,91185,27.794716666666663,-7.564880555555555,2021-09-01 09:06:29.664000,Ignore
2021xtj,91184,122.4792,19.76563055555556,2021-09-02 12:08:38.400000,Ignore
2021xti,91183,126.96726666666665,19.234527777777775,2021-09-02 12:08:38.400000,Ignore
2021xth,91182,250.21366666666663,17.529877777777777,2021-09-01 03:47:43.296000,Ignore
2021xtd,91178,57.38833749999999,-8.141191666666666,2021-08-22 14:21:07.200000,Ignore
2021xtc,91177,27.196745727326345,-28.49854957427928,2021-10-03 00:00:00,Ignore
2021xta,91175,254.47796666666665,15.840691666666666,2021-08-27 06:28:48,Ignore
2021xsx,91172,69.26782916666666,13.56343888888889,2021-08-25 14:35:31.200000,Ignore
2021xsw,91171,16.321849999999998,54.84946111111111,2021-08-16 12:50:24,Ignore
2021xsv,91170,236.8095833333333,48.87681111111111,2021-08-30 17:26:52.800000,Ignore
2021xsq,91160,282.55820833333325,-9.43508888888889,2021-08-31 10:23:31.200000,Ignore
2021xso,91157,15.398141666666666,50.53588333333333,2021-08-28 08:15:21.600000,Ignore
2021xsn,91156,13.348504166666665,-18.16525833333333,2021-08-17 11:03:50.400000,Ignore
2021xsk,91153,111.5065125,18.714816666666668,2021-08-25 12:05:45.600000,Ignore
2021xsj,91152,74.78975761932517,6.216035109943395,2021-11-08 00:00:00,Ignore
2021xsh,91150,116.68951249999998,22.23953333333333,2021-08-27 12:04:19.200000,Ignore
2021xsg,91149,113.29937083333331,20.06635,2021-08-27 12:07:12,Ignore
2021xsf,91148,7.438004166666666,32.56693611111111,2021-08-27 08:12:28.800000,Ignore
2021xse,91147,85.40288333333332,72.6827138888889,2021-08-28 09:25:55.200000,Ignore
2021xsd,91146,117.83128333333332,27.181700000000003,2021-08-27 12:04:19.200000,Ignore
2021xsb,91144,235.9451458333333,52.53724166666667,2021-08-08 04:22:04.800000,Ignore
2021xsa,91143,210.5482625,46.16801111111111,2021-08-15 04:17:45.600000,Ignore
2021xrz,91142,325.9604666666666,-23.63808333333333,2021-08-09 09:02:52.800000,Ignore
2021xry,91141,324.1547458333333,-18.635419444444445,2021-08-13 08:09:36,Ignore
2021xrx,91140,325.0287583333333,-14.77105277777778,2021-08-18 07:32:09.600000,Ignore
2021xrw,91139,110.016475,40.638013888888885,2021-08-08 11:49:55.200000,Ignore
2021xrv,91138,252.004025,63.41588888888889,2021-08-14 05:18:14.400000,Ignore
2021xru,91137,215.6998,47.10609722222223,2021-08-15 04:17:45.600000,Ignore
2021xrt,91136,106.840675,26.56170277777778,2021-08-16 12:00:00,Ignore
2021xrs,91135,27.069291666666665,-26.315697222222223,2021-10-03 00:00:00,Ignore
2021xrq,91133,215.9824458333333,28.521288888888886,2021-08-17 04:00:28.800000,Ignore
2021xrp,91132,254.30418749999995,66.22336111111112,2021-08-17 04:45:07.200000,Ignore
2021xro,91131,3.143120833333333,24.505747222222222,2021-08-16 07:52:19.200000,Ignore
2021xrn,91130,105.91969583333332,18.306219444444444,2021-08-17 12:02:52.800000,Ignore
2021xrm,91128,339.44397083333325,12.816766666666666,2021-08-27 07:48:00,Ignore
2021xrl,91127,99.48863333333334,22.569008333333333,2021-08-25 11:51:21.600000,Ignore
2021xrk,91126,356.6008416666666,48.291375,2021-08-27 07:43:40.800000,Ignore
2021xrj,91125,127.42182916666664,41.936880555555554,2021-08-25 12:05:45.600000,Ignore
2021xrh,91123,315.7144625,33.82093888888889,2021-08-28 05:42:43.200000,Ignore
2021xrg,91122,296.1405875,-24.753416666666663,2021-08-28 05:32:38.400000,Ignore
2021xrd,91119,3.950391666666666,3.776155555555556,2021-08-27 09:24:49,Ignore
2021xrc,91118,5.5376458333333325,15.938352777777778,2021-08-27 09:22:05.998000,Ignore
2021xrb,91117,0.5752749999999999,22.91174722222222,2021-08-27 08:10:44.999000,Ignore
2021xra,91116,287.1525833333333,66.88877500000001,2021-08-27 04:48:50,Ignore
2021xqz,91115,342.4636458333333,14.37113888888889,2021-08-27 09:10:15.004000,Ignore
2021xqy,91114,11.737241666666666,20.673486111111117,2021-08-27 08:10:04.996000,Ignore
2021xqx,91113,15.387020833333333,10.146802777777776,2021-08-28 09:17:34.996000,Ignore
2021xqw,91112,316.8834183691566,-1.5094198079644725,2021-09-13 00:00:00,Ignore
2021xqv,91111,332.5152946379426,8.284002639536704,2021-09-26 00:00:00,Ignore
2021xqu,91110,336.78746249999995,-2.957180555555556,2021-08-29 07:37:10.998000,Ignore
2021xqt,91109,351.3153875,31.592725,2021-08-29 07:51:53.004000,Ignore
2021xqs,91108,335.38864446468017,-8.341367759788085,2021-08-31 00:00:00,Ignore
2021xqr,91107,341.90035,-16.845066666666664,2021-08-27 08:28:05.998000,Ignore
2021xqq,91106,343.64619583333325,1.0416666666666667,2021-09-02 06:12:56.002000,Ignore
2021xqp,91105,350.9026458333333,19.670044444444446,2021-08-27 09:08:14.001000,Ignore
2021xqo,91104,310.61709999999994,9.092083333333331,2021-08-29 05:37:01.004000,Ignore
2021xqn,91103,0.0636666666666666,23.7195,2021-09-02 07:44:06.996000,Ignore
2021xqm,91102,336.23551666666657,12.78795,2021-08-27 08:43:48,Ignore
2021xql,91101,336.8853166666666,-18.7605,2021-08-27 09:03:25.001000,Ignore
2021xqk,91100,326.5273291666666,22.177825,2021-08-29 05:43:49.996000,Ignore
2021xqj,91099,347.57974583333333,24.476605555555555,2021-08-29 07:55:17.003000,Ignore
2021xqi,91098,26.04125833333333,12.817130555555556,2021-09-01 08:41:22.001000,Ignore
2021xqh,91097,3.469095833333333,14.483475,2021-09-02 08:05:51.999000,Ignore
2021xqg,91096,28.997643388664493,7.658993921580359,2021-09-11 00:00:00,Ignore
2021xqf,91095,306.94412916666664,79.44614722222222,2021-08-27 04:55:40.996000,Ignore
2021xqe,91094,303.3934416666666,59.018225,2021-08-27 04:52:12.996000,Ignore
2021xqd,91093,326.17872916666664,-26.695958333333333,2021-08-29 07:33:46.999000,Ignore
2021xqb,91091,343.90612916666663,45.58443055555556,2021-08-27 07:21:32.996000,Ignore
2021xqa,91090,326.4329458333333,23.11255,2021-08-27 05:17:47.003000,Ignore
2021xpz,91089,341.4247666666666,-7.656813888888889,2021-08-29 08:12:18,Ignore
2021xpy,91088,342.2084958333333,0.3826444444444444,2021-09-02 06:12:56.002000,Ignore
2021xpx,91087,334.5484625,37.41864722222222,2021-09-02 06:25:52.997000,Ignore
2021xpw,91086,353.6994125,18.12478055555556,2021-08-27 07:36:08.997000,Ignore
2021xpv,91085,6.7073375,22.87775555555556,2021-08-30 07:48:45.999000,Ignore
2021xpu,91084,356.95615416666664,31.79833055555556,2021-08-27 07:38:11.003000,Ignore
2021xpt,91083,358.2476708333333,32.04899444444444,2021-08-27 08:53:20.996000,Ignore
2021xps,91082,11.919739490433871,-4.029947411207809,2021-09-05 00:00:00,Ignore
2021xpr,91081,29.283641666666664,27.50123333333333,2021-09-02 08:12:45,Ignore
2021xpq,91080,33.69028304771496,36.032777844280425,2021-09-10 00:00:00,Ignore
2021xpp,91079,353.19396666666665,27.081791666666668,2021-09-02 09:00:33.998000,Ignore
2021xpo,91078,13.657641666666663,10.227652777777775,2021-08-28 09:17:34.996000,Ignore
2021xpn,91077,32.628587499999995,10.8491,2021-09-02 09:08:58.004000,Ignore
2021xpm,91076,28.25251666666666,42.29179444444444,2021-08-28 10:18:58.997000,Ignore
2021xpl,91075,31.987129166666666,43.4536,2021-09-02 08:14:06,Ignore
2021xpj,91073,24.4685875,-23.643519444444443,2021-08-30 11:26:05.997000,Ignore
2021xpi,91072,24.68100416666666,-21.00930555555556,2021-08-30 11:26:05.997000,Ignore
2021xph,91071,34.4715147497662,16.702546669754945,2021-09-13 00:00:00,Ignore
2021xpg,91070,37.66137083333333,45.352130555555554,2021-08-28 10:18:16.998000,Ignore
2021xpf,91069,45.64390833333333,44.13897222222222,2021-08-28 10:18:16.998000,Ignore
2021xpe,91068,30.73923333333333,3.949144444444445,2021-09-02 10:24:50.999000,Ignore
2021xpd,91067,39.31748333333333,-27.365466666666663,2021-09-02 10:31:41.002000,Ignore
2021xpc,91066,72.73012916666666,1.2535555555555555,2021-09-02 10:53:29.996000,Ignore
2021xpb,91065,44.38244583333333,13.892777777777775,2021-09-02 10:37:10.998000,Ignore
2021xpa,91064,52.0765625,46.71441388888889,2021-09-02 11:39:35.004000,Ignore
2021xoz,91063,89.03394999999999,49.91658888888889,2021-09-02 10:59:36.004000,Ignore
2021xoy,91062,60.19054583333333,36.00516388888889,2021-08-28 10:43:40.999000,Ignore
2021xow,91060,130.2567625,32.00727222222222,2021-09-02 12:10:30.003000,Ignore
2021xov,91059,133.11159583333333,36.06692777777778,2021-09-02 12:10:30.003000,Ignore
2021xou,91058,133.28021666666666,37.44123333333333,2021-09-02 12:11:11,Ignore
2021xot,91057,130.07704166666664,42.31063888888889,2021-09-02 12:11:11,Ignore
2021xos,91056,131.0475833333333,23.532844444444443,2021-09-02 12:09:50,Ignore
2021xor,91055,136.18594166666662,33.834586111111115,2021-09-02 12:10:30.003000,Ignore
2021xop,91053,56.52180416666666,-46.16441388888889,2021-08-31 14:22:33.600000,Ignore
2021xon,91051,313.6648875,-9.440427777777778,2021-08-25 09:38:52.800000,Ignore
2021xom,91050,46.05871177968699,-23.50051616728047,2021-08-31 00:00:00,Ignore
2021xol,91049,332.82115599871776,-11.712718657804182,2021-08-31 00:00:00,Ignore
2021xok,91048,356.3790332362953,-10.978572228461571,2021-08-31 00:00:00,Ignore
2021xoj,91047,357.4978083333333,2.4138194444444445,2021-09-01 09:21:36,Ignore
2021xog,91044,43.4924914841024,7.661830068640346,2021-09-02 00:00:00,Ignore
2021xof,91043,330.4483271077044,-19.373589523760117,2021-08-31 00:00:00,Ignore
2021xoe,91042,50.399901288868186,-28.836787342198207,2021-08-31 00:00:00,Ignore
2021xoc,91040,358.09726443000005,-14.895297790202594,2021-08-31 00:00:00,Ignore
2021xob,91039,351.45477900471144,-9.421644694899996,2021-08-31 00:00:00,Ignore
2021xoa,91038,55.17198816222091,-26.505244494252665,2021-08-31 00:00:00,Ignore
2021xnz,91037,347.5088958333333,-9.331922222222222,2021-08-31 11:12:28.800000,Ignore
2021xny,91036,355.35136051064484,-10.12897623410243,2021-08-31 00:00:00,Ignore
2021xnx,91035,46.0690125,-27.747611111111112,2021-08-31 14:05:16.800000,Ignore
2021xnw,91034,336.8187210334245,-13.657150997810335,2021-08-31 00:00:00,Ignore
2021xnv,91033,46.76491055926586,-28.276963734648216,2021-08-31 00:00:00,Ignore
2021xnu,91032,355.1117261382453,-15.778481468686588,2021-08-31 00:00:00,Ignore
2021xnt,91031,314.8480875,-20.902391666666663,2021-08-31 07:20:38.400000,Ignore
2021xns,91030,351.05146966984955,-12.826836291462524,2021-08-31 00:00:00,Ignore
2021xnr,91029,54.28717220443082,-28.161688259169573,2021-08-31 00:00:00,Ignore
2021xnq,91028,331.35389714669265,-10.672461125310946,2021-08-31 00:00:00,Ignore
2021xnp,91027,332.7520116448632,-11.618081915442795,2021-08-31 00:00:00,Ignore
2021xno,91026,330.3808208333333,-17.377502777777778,2021-08-31 07:36:28.800000,Ignore
2021xnn,91025,56.95488807685994,3.201820752772496,2021-09-02 00:00:00,Ignore
2021xnm,91024,333.2328162092668,-10.09675711379427,2021-08-31 00:00:00,Ignore
2021xnl,91023,301.71074562696714,-8.296558317475995,2021-08-31 00:00:00,Ignore
2021xnk,91022,46.15827916666667,-24.58878888888889,2021-08-31 14:06:43.200000,Ignore
2021xnj,91021,50.83755833333333,-27.37033611111111,2021-08-31 14:08:09.600000,Ignore
2021xni,91020,356.4118646590356,-10.023133247727571,2021-08-31 00:00:00,Ignore
2021xnh,91019,338.7795096288768,-13.210418135304735,2021-08-31 00:00:00,Ignore
2021xng,91018,340.32087121392897,-12.05175615930534,2021-08-31 00:00:00,Ignore
2021xnf,91017,354.4119672668976,-10.993506436910456,2021-08-31 00:00:00,Ignore
2021xne,91016,50.17512083333333,-28.180436111111117,2021-08-31 14:08:09.600000,Ignore
2021xnd,91015,350.2800545699586,-11.428785337283871,2021-08-31 00:00:00,Ignore
2021xnc,91014,53.68099213842453,-25.648337001879717,2021-08-31 00:00:00,Ignore
2021xnb,91013,332.1460213225434,-14.160193045727414,2021-08-31 00:00:00,Ignore
2021xna,91012,53.15788968876711,-26.61562961078436,2021-08-31 00:00:00,Ignore
2021xmp,90991,335.0272124999999,-36.32215277777778,2021-08-31 10:36:28.800000,Ignore
2021xmo,90990,3.4837541666666665,-47.28724444444444,2021-08-27 12:12:57.600000,Ignore
2021xmm,90988,69.946125,-47.30871111111111,2021-08-31 14:34:04.800000,Ignore
2021xml,90987,26.39344805929971,27.954436206077048,2021-10-11 00:00:00,Ignore
2021xmk,90986,33.8456625,25.933180555555555,2021-08-31 13:07:40.800000,Ignore
2021xmj,90985,34.5875625,10.138033333333333,2021-08-31 12:57:36,Ignore
2021xmi,90984,73.7563,-35.001777777777775,2021-08-31 14:21:07.200000,Ignore
2021xma,90975,21.41654583333333,-8.141405555555554,2021-09-01 09:03:46.999000,Ignore
2021xlz,90974,22.271525,2.0018611111111118,2021-09-01 08:39:58.997000,Ignore
2021xly,90973,263.22255416666667,50.32238055555556,2021-08-26 06:51:24.998000,Ignore
2021xlx,90972,246.05268749999996,37.954575000000006,2021-08-26 04:59:06.999000,Ignore
2021xlw,90971,262.335375,63.51173611111111,2021-08-28 05:17:51.996000,Ignore
2021xlv,90970,244.1882833333333,41.35315833333333,2021-09-01 03:53:10,Ignore
2021xlu,90969,275.0599333333333,30.94383055555556,2021-08-26 06:55:30.003000,Ignore
2021xlt,90968,341.84732967717366,-13.63341673155251,2021-08-28 00:00:00,Ignore
2021xls,90967,18.513549603317365,19.62427152861626,2021-11-26 00:00:00,Ignore
2021xlr,90966,241.4358291666666,52.17008611111111,2021-08-27 04:39:45.999000,Ignore
2021xlq,90965,257.122825,44.3308,2021-09-01 03:54:31,Ignore
2021xlp,90964,261.8151249999999,64.46405277777778,2021-08-28 05:17:51.996000,Ignore
2021xlo,90963,271.5847666666666,19.238641666666663,2021-08-26 06:57:32,Ignore
2021xln,90962,267.3774916666667,4.283572222222222,2021-09-01 04:08:56.003000,Ignore
2021xlm,90961,270.1633416666666,27.41916944444445,2021-09-01 04:11:38.996000,Ignore
2021xll,90960,271.491225,22.76130833333333,2021-09-01 04:11:38.996000,Ignore
2021xlk,90959,213.05458749999997,69.79293333333334,2021-09-01 04:18:38.002000,Ignore
2021xlh,90956,267.95779166666665,54.74380277777778,2021-09-01 04:22:10.001000,Ignore
2021xlg,90955,220.2435833333333,35.388075,2021-08-28 04:10:05.002000,Ignore
2021xlf,90954,227.34197916666665,43.58473055555556,2021-08-28 04:14:50.001000,Ignore
2021xle,90953,264.0003333333333,34.451322222222224,2021-08-26 05:19:11.001000,Ignore
2021xld,90952,280.1806875,25.75912222222222,2021-09-01 05:23:27.004000,Ignore
2021xlc,90951,266.8171375,38.84177777777778,2021-08-26 05:16:22.002000,Ignore
2021xla,90949,285.8518833333333,33.17515833333333,2021-08-28 05:06:25.998000,Ignore
2021xkz,90948,283.3798916666666,30.782275,2021-09-01 05:56:06.996000,Ignore
2021xky,90947,307.9278083333333,5.642697222222222,2021-08-28 05:56:56.003000,Ignore
2021xkx,90946,254.10028333333327,78.33576388888888,2021-08-27 04:46:02.997000,Ignore
2021xkw,90945,266.35313749999995,77.37776944444444,2021-08-27 04:48:09.003000,Ignore
2021xkv,90944,308.43347083333333,16.375869444444444,2021-09-01 06:37:30.996000,Ignore
2021xku,90943,348.7562583333333,-10.323444444444444,2021-09-01 08:03:08.997000,Ignore
2021xkt,90942,351.29562916666663,9.406380555555556,2021-09-01 08:09:14.996000,Ignore
2021xks,90941,18.475404166666667,79.882475,2021-08-28 08:38:02.003000,Ignore
2021xkr,90940,18.571729166666664,3.1682444444444444,2021-08-28 10:27:31.003000,Ignore
2021xkq,90939,19.117191666666663,3.038108333333333,2021-09-01 08:39:58.997000,Ignore
2021xkp,90938,20.65312083333333,26.72484722222222,2021-08-28 09:18:58,Ignore
2021xkl,90934,27.636091666666665,-13.7891,2021-08-28 09:32:20,Ignore
2021xkj,90932,237.47532916666665,15.414625,2021-08-28 04:06:00,Ignore
2021xkf,90928,99.00891666666664,22.704638888888887,2021-08-28 02:48:28.800000,Ignore
2021xkb,90924,203.54354166666664,54.34445,2021-08-28 05:42:43.200000,Ignore
2021xka,90923,28.30983333333333,-51.74418055555556,2021-08-27 20:47:02.400000,Ignore
2021xjx,90920,19.663041666666665,-53.67395,2021-08-03 10:30:43.200000,Ignore
2021xjw,90919,201.1997083333333,53.34216944444445,2021-08-27 13:29:16.800000,Ignore
2021xjv,90918,97.87525,26.05033888888889,2021-08-27 06:59:02.400000,Ignore
2021xjr,90913,344.0260208333333,-35.71262777777778,2021-08-31 10:43:40.800000,Ignore
2021xjq,90912,3.983158333333333,14.633580555555556,2021-08-31 10:48:00,Ignore
2021xjp,90911,289.4080416666667,-49.02356666666667,2021-08-31 07:10:33.600000,Ignore
2021xjo,90910,345.74755,-41.48053611111112,2021-08-31 10:14:52.800000,Ignore
2021xjn,90909,41.976120833333326,16.6123,2021-08-31 12:57:36,Ignore
2021xjm,90908,303.6478791666666,-48.52118055555555,2021-08-31 08:03:50.400000,Ignore
2021xjk,90906,342.4368416666666,-10.302888888888887,2021-08-31 09:08:38.400000,Ignore
2021xji,90904,345.72505416666667,-42.04118888888889,2021-08-31 10:14:52.800000,Ignore
2021xjg,90903,261.0396125,23.63178611111111,2021-08-28 04:40:15.004000,Ignore
2021xjf,90902,289.5583291666667,-18.636669444444443,2021-08-28 05:34:07.997000,Ignore
2021xjd,90871,325.9288495573764,-9.11418015866302,2021-08-29 00:00:00,Ignore
2021xjc,90870,212.53185201898816,-5.744890803736723,2021-08-31 00:00:00,Ignore
2021xja,90868,252.448975,64.53488333333333,2021-08-26 08:47:02.400000,Ignore
2021xiz,90867,249.1122208333333,-5.129747222222222,2021-08-26 06:27:21.600000,Ignore
2021xiy,90866,241.0393125,-4.871933333333334,2021-08-05 06:31:40.800000,Ignore
2021xix,90865,224.32232201892717,-3.863756472374387,2021-08-31 00:00:00,Ignore
2021xiw,90864,329.474873686873,-9.867717608515258,2021-08-29 00:00:00,Ignore
2021xiv,90863,319.85167924594305,-9.361178668535812,2021-08-29 00:00:00,Ignore
2021xiu,90862,314.96465416666666,-14.429727777777778,2021-08-29 07:37:55.200000,Ignore
2021xit,90861,326.0832541666667,11.027788888888889,2021-08-30 06:25:55.200000,Ignore
2021xis,90860,6.787649410116882,4.206060081213467,2021-08-30 00:00:00,Ignore
2021xir,90859,10.832989423136553,-5.330065015784345,2021-08-30 00:00:00,Ignore
2021xip,90857,6.839958289571394,5.088336904354224,2021-08-30 00:00:00,Ignore
2021xio,90856,4.712437720356838,-6.15899085607814,2021-08-30 00:00:00,Ignore
2021xim,90854,342.06659799657245,-0.5218738161572987,2021-08-30 00:00:00,Ignore
2021xil,90853,4.44096084713232,-7.060729857406982,2021-08-30 00:00:00,Ignore
2021xik,90852,342.50211223036735,-8.568965637775069,2021-08-30 00:00:00,Ignore
2021xij,90851,247.4378048481194,5.065804086999668,2021-08-28 00:00:00,Ignore
2021xii,90850,246.22372499999992,4.656630555555556,2021-08-28 00:00:00,Ignore
2021xih,90849,355.1110362413388,-26.9098711202847,2021-08-29 00:00:00,Ignore
2021xig,90848,320.16614583333325,-16.119458333333334,2021-08-29 07:45:07.200000,Ignore
2021xie,90846,324.16794934676795,-12.026827152209346,2021-08-29 00:00:00,Ignore
2021xid,90845,4.5109,7.056363888888889,2021-08-18 13:07:40.800000,Ignore
2021xic,90844,317.22624583333334,9.657780555555556,2021-08-30 06:18:43.200000,Ignore
2021xib,90843,339.2245722436988,-3.169755094093743,2021-08-30 00:00:00,Ignore
2021xia,90842,332.2853333333333,-4.997575,2021-08-30 09:00:00,Ignore
2021xhz,90841,343.7162291666666,-3.478311111111111,2021-08-30 09:12:57.600000,Ignore
2021xhy,90840,324.0591018001895,8.898066289158198,2021-08-14 00:00:00,Ignore
2021xhx,90839,321.19401373685326,-11.562367512809054,2021-08-29 00:00:00,Ignore
2021xhw,90838,358.3412041666666,-26.80711388888889,2021-08-29 10:17:45.600000,Ignore
2021xhv,90837,347.7499541666666,-30.38022777777778,2021-08-29 10:07:40.800000,Ignore
2021xhu,90836,8.676730905332661,-18.421056604392664,2021-08-29 00:00:00,Ignore
2021xht,90835,323.0149666666666,14.201655555555554,2021-08-30 06:21:36,Ignore
2021xhs,90834,250.68882083333327,19.17438888888889,2021-08-27 05:54:14.400000,Ignore
2021xhr,90833,298.39869583333325,11.871063888888887,2021-08-29 08:06:43.200000,Ignore
2021xhp,90831,73.49695833333331,-18.70771111111111,2021-08-26 14:44:09.600000,Ignore
2021xho,90830,354.723625,-7.349741666666667,2021-08-30 10:55:12,Ignore
2021xhn,90829,332.8880375,-0.7815611111111112,2021-08-30 09:00:00,Ignore
2021xhm,90828,9.614470976091148,-0.1679271663549747,2021-08-30 00:00:00,Ignore
2021xhl,90827,0.1239535265513434,7.911799073600932,2021-08-30 00:00:00,Ignore
2021xhk,90826,338.3258625,-5.166702777777778,2021-08-30 09:05:45.600000,Ignore
2021xhi,90824,334.862799793233,-4.507969474474514,2021-08-30 00:00:00,Ignore
2021xhh,90823,15.316764878021251,-0.7159837500969973,2021-08-30 00:00:00,Ignore
2021xhg,90822,4.324706069586217,-2.503951318090951,2021-08-30 00:00:00,Ignore
2021xhf,90821,10.69652990082983,1.323496160522268,2021-08-30 00:00:00,Ignore
2021xhe,90820,281.017575,70.28061944444444,2021-08-26 09:54:43.200000,Ignore
2021xhc,90818,8.423720155445205,3.972192677336594,2021-08-30 00:00:00,Ignore
2021xhb,90817,337.94449831356536,-6.166341704968768,2021-08-30 00:00:00,Ignore
2021xgz,90815,6.269641327627762,3.916387903064455,2021-08-30 00:00:00,Ignore
2021xgy,90814,329.76231427502364,-4.959613352930383,2021-08-30 00:00:00,Ignore
2021xgw,90812,340.43777219421094,-4.713443324349245,2021-08-30 00:00:00,Ignore
2021xgv,90811,329.69040833333327,-6.068275,2021-08-30 08:58:33.600000,Ignore
2021xgs,90807,118.32841666666664,44.86281111111112,2021-08-26 18:33:07.200000,Ignore
2021xgp,90804,356.97590833333334,0.7040222222222222,2021-08-30 10:55:12,Ignore
2021xgo,90802,108.75759583333333,11.46305,2021-08-26 11:54:14.400000,Ignore
2021xgm,90800,317.35678119328566,-11.024830167077884,2021-08-29 00:00:00,Ignore
2021xgk,90798,319.0228342640405,-13.293124021555174,2021-08-29 00:00:00,Ignore
2021xgj,90797,316.52362461667394,-8.364256076899107,2021-08-29 00:00:00,Ignore
2021xgi,90796,10.902694399996948,-20.530694112646703,2021-08-29 00:00:00,Ignore
2021xgh,90795,5.7393416666666655,25.21238888888889,2021-08-30 07:48:45.999000,Ignore
2021xgf,90793,29.148087499999995,-21.779061111111112,2021-08-27 10:31:49.002000,Ignore
2021xgc,90790,113.15563749999998,73.24771666666666,2021-08-30 10:52:15.001000,Ignore
2021xgb,90789,250.99869166666664,-18.631977777777777,2021-08-25 04:02:24.999000,Ignore
2021xga,90788,32.02035833333333,-22.83838888888889,2021-08-30 10:32:28.003000,Ignore
2021xfz,90787,56.56295480150317,-13.672996086327611,2021-09-18 00:00:00,Ignore
